STATE,COUNTY,LAY2022FAC,LAY2022NUM,BRL2022FAC,BRL2022NUM,DRY2022FAC,DRY2022NUM,COW2022FAC,COW2022NUM,HOG2022FAC,HOG2022NUM
Kentucky,Christian,,,4.0,651537.0,,,,,,
Kentucky,Clark,,,,,,,,,,
Kentucky,Clay,,,,,,,,,,
Kentucky,Clinton,,,3.0,488652.0,,,,,,
Kentucky,Crittenden,,,1.0,162884.0,,,,,,
Kentucky,Cumberland,,,,,,,,,,
Kentucky,Daviess,,,7.0,1140189.0,,,,,1.0,-47.0
Kentucky,Edmonson,,,,,,,,,,
Kentucky,Elliott,,,,,,,,,,
Kentucky,Estill,,,,,,,,,,
Kentucky,Fayette,,,,,,,,,,
Kentucky,Fleming,,,,,,,1.0,-47.0,,
Kentucky,Floyd,,,,,,,,,,
Kentucky,Franklin,,,,,,,,,,
Kentucky,Fulton,,,2.0,325768.0,,,,,2.0,-47.0
Kentucky,Gallatin,,,,,,,,,,
Kentucky,Garrard,,,,,,,,,,
Kentucky,Grant,,,,,,,,,,
Kentucky,Graves,,,52.0,8469975.0,,,,,4.0,29800.0
Kentucky,Grayson,,,1.0,162884.0,,,,,,
Kentucky,Green,,,,,,,,,,
Kentucky,Greenup,,,,,,,,,,
Kentucky,Hancock,,,,,,,,,,
Kentucky,Hardin,,,1.0,162884.0,,,,,5.0,23450.0
Kentucky,Harlan,,,,,,,,,,
Kentucky,Harrison,,,,,,,,,,
Kentucky,Hart,,,,,,,,,,
Kentucky,Henderson,,,1.0,162884.0,,,,,,
Kentucky,Henry,,,,,,,,,,
Kentucky,Hickman,,,28.0,4560756.0,,,,,5.0,23800.0
Kentucky,Hopkins,,,11.0,1791725.0,,,,,1.0,-47.0
Kentucky,Jackson,,,,,,,,,,
Kentucky,Jefferson,,,,,,,,,,
Kentucky,Jessamine,,,,,,,,,,
Kentucky,Johnson,,,,,,,,,,
Kentucky,Kenton,,,,,,,,,,
Kentucky,Knott,,,,,,,,,,
Kentucky,Knox,,,,,,,,,,
Kentucky,Larue,,,,,,,,,,
Kentucky,Laurel,,,,,,,,,,
Kentucky,Lawrence,,,,,,,,,,
Kentucky,Lee,,,,,,,,,,
Kentucky,Leslie,,,,,,,,,,
Kentucky,Letcher,,,,,,,,,,
Kentucky,Lewis,,,,,,,,,,
Kentucky,Lincoln,,,,,,,,,,
Kentucky,Livingston,,,,,,,,,,
Kentucky,Logan,,,,,2.0,-47.0,,,1.0,-47.0
Kentucky,Lyon,,,,,,,,,,
Kentucky,McCracken,,,1.0,162884.0,,,,,,
Kentucky,McCreary,,,,,,,,,,
Kentucky,McLean,,,26.0,4234987.0,,,,,,
Kentucky,Madison,,,,,,,,,,
Kentucky,Magoffin,,,,,,,,,,
Kentucky,Marion,,,,,,,,,1.0,-47.0
Kentucky,Marshall,,,5.0,814421.0,,,,,2.0,-47.0
Kentucky,Martin,,,,,,,,,,
Kentucky,Mason,,,,,,,,,,
Kentucky,Meade,,,2.0,325768.0,,,,,,
Kentucky,Menifee,,,,,,,,,,
Kentucky,Mercer,,,,,,,,,,
Kentucky,Metcalfe,,,,,1.0,-47.0,,,,
Kentucky,Monroe,,,3.0,488652.0,1.0,-47.0,1.0,-47.0,,
Kentucky,Montgomery,,,,,,,,,,
Kentucky,Morgan,,,,,,,,,,
Kentucky,Muhlenberg,1.0,279594.0,7.0,1140189.0,,,,,2.0,-47.0
Kentucky,Nelson,,,,,,,,,,
Kentucky,Nicholas,,,,,,,,,,
Kentucky,Ohio,,,13.0,2117494.0,,,,,,
Kentucky,Oldham,,,,,,,,,,
Kentucky,Owen,,,,,,,,,,
Kentucky,Owsley,,,,,,,,,,
Kentucky,Pendleton,,,,,,,,,,
Kentucky,Perry,,,,,,,,,,
Kentucky,Pike,,,,,,,,,,
Kentucky,Powell,,,,,,,,,,
Kentucky,Pulaski,,,,,,,,,,
Kentucky,Robertson,,,,,,,,,,
Kentucky,Rockcastle,,,,,,,,,,
Kentucky,Rowan,,,,,,,,,,
Kentucky,Russell,,,,,,,1.0,-47.0,,
Kentucky,Scott,,,,,,,,,,
Kentucky,Shelby,,,,,,,1.0,-47.0,,
Kentucky,Simpson,,,,,,,,,,
Kentucky,Spencer,,,,,,,,,,
Kentucky,Taylor,,,2.0,325768.0,,,,,,
Kentucky,Todd,1.0,279594.0,2.0,325768.0,,,,,5.0,24200.0
Kentucky,Trigg,,,,,,,1.0,-47.0,,
Kentucky,Trimble,,,,,,,,,,
Kentucky,Union,,,,,,,,,,
Kentucky,Warren,,,,,1.0,-47.0,,,3.0,-47.0
Kentucky,Washington,,,,,1.0,-47.0,,,,
Kentucky,Wayne,,,2.0,325768.0,,,,,,
Kentucky,Webster,,,16.0,2606146.0,,,,,,
Kentucky,Whitley,,,,,,,,,,
Kentucky,Wolfe,,,,,,,,,,
Kentucky,Woodford,,,,,,,,,,
Louisiana,Louisiana,4.0,1385230.0,117.0,19059575.0,3.0,1933.0,,,,
Louisiana,Acadia,,,,,,,,,,
Louisiana,Allen,,,,,,,,,,
Louisiana,Ascension,,,,,,,,,,
Louisiana,Assumption,,,,,,,,,,
Louisiana,Avoyelles,,,,,,,,,,
Louisiana,Beauregard,,,,,,,,,,
Louisiana,Bienville,,,5.0,814512.0,,,,,,
Louisiana,Bossier,,,,,,,,,,
Louisiana,Caddo,,,,,,,,,,
Louisiana,Calcasieu,,,,,,,,,,
Louisiana,Caldwell,,,,,,,,,,
Louisiana,Cameron,,,,,,,,,,
Louisiana,Catahoula,,,,,,,,,,
Louisiana,Claiborne,,,16.0,2606438.0,,,,,,
Louisiana,Concordia,,,,,,,,,,
Louisiana,DeSoto,,,,,,,,,,
Louisiana,EastBatonRouge,,,1.0,162902.0,,,,,,
Louisiana,EastCarroll,,,,,,,,,,
Louisiana,EastFeliciana,,,,,,,,,,
Louisiana,Evangeline,,,,,,,,,,
Louisiana,Franklin,,,,,1.0,-47.0,,,,
Louisiana,Grant,,,,,,,,,,
Louisiana,Iberia,,,,,,,,,,
Louisiana,Iberville,,,,,,,,,,
Louisiana,Jackson,,,6.0,977414.0,,,,,,
Louisiana,Jefferson,,,,,,,,,,
Louisiana,JeffersonDavis,,,,,,,,,,
Louisiana,Lafayette,,,,,,,,,,
Louisiana,Lafourche,,,,,,,,,,
Louisiana,LaSalle,,,,,,,,,,
Louisiana,Lincoln,,,22.0,3583852.0,,,,,,
Louisiana,Livingston,,,,,,,,,,
Louisiana,Madison,,,,,,,,,,
Louisiana,Morehouse,,,,,,,,,,
Louisiana,Natchitoches,,,3.0,488707.0,,,,,,
Louisiana,Orleans,,,,,,,,,,
Louisiana,Ouachita,,,1.0,162902.0,,,,,,
Louisiana,Plaquemines,,,,,,,,,,
Louisiana,PointeCoupee,,,,,,,,,,
Louisiana,Rapides,,,,,,,,,,
Louisiana,RedRiver,,,,,,,,,,
Louisiana,Richland,,,1.0,162902.0,,,,,,
Louisiana,Sabine,,,20.0,3258047.0,,,,,,
Louisiana,St.Bernard,,,,,,,,,,
Louisiana,St.Charles,,,,,,,,,,
Louisiana,St.Helena,3.0,1038923.0,,,,,,,,
Louisiana,St.James,,,,,,,,,,
Louisiana,St.JohntheBaptist,,,,,,,,,,
Louisiana,St.Landry,,,,,,,,,,
Louisiana,St.Martin,,,,,,,,,,
Louisiana,St.Mary,,,,,,,,,,
Louisiana,St.Tammany,,,,,,,,,,
Louisiana,Tangipahoa,,,,,,,,,,
Louisiana,Tensas,,,,,,,,,,
Louisiana,Terrebonne,,,,,,,,,,
Louisiana,Union,,,33.0,5375778.0,,,,,,
Louisiana,Vermilion,,,,,,,,,,
Louisiana,Vernon,,,6.0,977414.0,,,,,,
Louisiana,Washington,,,,,2.0,-47.0,,,,
Louisiana,Webster,,,1.0,162902.0,,,,,,
Louisiana,WestBatonRouge,,,,,,,,,,
Louisiana,WestCarroll,,,,,,,,,,
Louisiana,WestFeliciana,,,,,,,,,,
Louisiana,Winn,1.0,346308.0,2.0,325805.0,,,,,,
Maine,Maine,1.0,371672.0,,,12.0,10699.0,3.0,3274.0,,
Maine,Androscoggin,1.0,371672.0,,,,,,,,
Maine,Aroostook,,,,,,,1.0,-47.0,,
Maine,Cumberland,,,,,,,,,,
Maine,Franklin,,,,,,,,,,
Maine,Hancock,,,,,,,,,,
Maine,Kennebec,,,,,4.0,4590.0,,,,
Maine,Knox,,,,,,,,,,
Maine,Lincoln,,,,,,,,,,
Maine,Oxford,,,,,,,,,,
Maine,Penobscot,,,,,4.0,3079.0,1.0,-47.0,,
Maine,Piscataquis,,,,,1.0,-47.0,,,,
Maine,Sagadahoc,,,,,,,,,,
Maine,Somerset,,,,,2.0,-47.0,1.0,-47.0,,
Maine,Waldo,,,,,1.0,-47.0,,,,
Maine,Washington,,,,,,,,,,
Maine,York,,,,,,,,,,
Maryland,Maryland,3.0,1618033.0,206.0,33803767.0,11.0,10925.0,,,4.0,11100.0
Maryland,Allegany,,,,,,,,,,
Maryland,AnneArundel,,,,,,,,,,
Maryland,Baltimore,,,,,,,,,,
Maryland,Calvert,,,,,,,,,,
Maryland,Caroline,,,35.0,5743358.0,1.0,-47.0,,,,
Maryland,Carroll,1.0,539344.0,,,1.0,-47.0,,,,
Maryland,Cecil,1.0,539344.0,,,1.0,-47.0,,,1.0,-47.0
Maryland,Charles,,,,,,,,,,
Maryland,Dorchester,,,28.0,4594687.0,,,,,,
Maryland,Frederick,,,,,4.0,4310.0,,,1.0,-47.0
Maryland,Garrett,,,,,,,,,,
Maryland,Harford,,,,,,,,,,
Maryland,Howard,,,,,,,,,,
Maryland,Kent,,,3.0,492288.0,3.0,-47.0,,,1.0,-47.0
Maryland,Montgomery,,,,,,,,,,
Maryland,PrinceGeorge's,,,,,,,,,,
Maryland,QueenAnne's,,,24.0,3938303.0,1.0,-47.0,,,,
Maryland,St.Mary's,,,,,,,,,,
Maryland,Somerset,,,41.0,6727934.0,,,,,,
Maryland,Talbot,,,4.0,656384.0,,,,,,
Maryland,Washington,1.0,539344.0,,,,,,,1.0,-47.0
Maryland,Wicomico,,,34.0,5579262.0,,,,,,
Maryland,Worcester,,,37.0,6071550.0,,,,,,
Massachusetts,Massachusetts,1.0,136041.0,,,1.0,500.0,,,1.0,1000.0
Massachusetts,Barnstable,,,,,,,,,,
Massachusetts,Berkshire,,,,,1.0,500.0,,,,
Massachusetts,Bristol,,,,,,,,,,
Massachusetts,Dukes,,,,,,,,,,
Massachusetts,Essex,,,,,,,,,,
Massachusetts,Franklin,,,,,,,,,,
Massachusetts,Hampden,,,,,,,,,,
Massachusetts,Hampshire,,,,,,,,,1.0,1000.0
Massachusetts,Middlesex,,,,,,,,,,
Massachusetts,Nantucket,,,,,,,,,,
Massachusetts,Norfolk,,,,,,,,,,
Massachusetts,Plymouth,,,,,,,,,,
Massachusetts,Suffolk,,,,,,,,,,
Massachusetts,Worcester,1.0,136041.0,,,,,,,,
Michigan,Michigan,7.0,13378356.0,9.0,1368454.0,185.0,317308.0,75.0,81646.0,188.0,1196594.0
Michigan,Alcona,,,,,1.0,-47.0,,,,
Michigan,Alger,,,,,,,,,,
Michigan,Allegan,4.0,7644775.0,,,13.0,19762.0,1.0,-47.0,25.0,219540.0
Michigan,Alpena,,,,,1.0,-47.0,,,,
Michigan,Antrim,,,,,,,,,,
Michigan,Arenac,,,,,2.0,-47.0,,,,
Michigan,Baraga,,,,,,,,,,
Michigan,Barry,,,,,10.0,13119.0,2.0,-47.0,,
Michigan,Bay,,,,,,,,,,
Michigan,Benzie,,,,,,,,,,
Michigan,Berrien,,,,,,,,,6.0,22702.0
Michigan,Branch,,,5.0,760252.0,1.0,-47.0,3.0,2970.0,12.0,74421.0
Michigan,Calhoun,,,,,2.0,-47.0,1.0,-47.0,2.0,-47.0
Michigan,Cass,,,,,1.0,-47.0,,,16.0,108778.0
Michigan,Charlevoix,,,,,,,,,,
Michigan,Cheboygan,,,,,,,,,,
Michigan,Chippewa,,,,,,,,,,
Michigan,Clare,,,,,1.0,-47.0,1.0,-47.0,,
Michigan,Clinton,,,,,16.0,28270.0,1.0,-47.0,4.0,16400.0
Michigan,Crawford,,,,,,,,,,
Michigan,Delta,,,,,,,,,,
Michigan,Dickinson,,,,,,,,,,
Michigan,Eaton,,,,,,,,,,
Michigan,Emmet,,,,,,,,,,
Michigan,Genesee,,,,,,,,,,
Michigan,Gladwin,,,,,1.0,-47.0,,,,
Michigan,Gogebic,,,,,,,,,,
Michigan,GrandTraverse,,,,,,,,,4.0,11000.0
Michigan,Gratiot,,,,,11.0,26380.0,4.0,4500.0,7.0,40900.0
Michigan,Hillsdale,,,,,4.0,6965.0,1.0,-47.0,4.0,32500.0
Michigan,Houghton,,,,,,,,,,
Michigan,Huron,1.0,1911194.0,,,16.0,41515.0,19.0,34109.0,14.0,46280.0
Michigan,Ingham,,,,,2.0,-47.0,2.0,-47.0,,
Michigan,Ionia,1.0,1911194.0,,,12.0,20328.0,2.0,-47.0,10.0,47800.0
Michigan,Iosco,,,,,2.0,-47.0,,,,
Michigan,Iron,,,,,,,,,,
Michigan,Isabella,,,,,2.0,-47.0,4.0,3340.0,,
Michigan,Jackson,,,,,1.0,-47.0,,,,
Michigan,Kalamazoo,,,,,3.0,7635.0,,,9.0,108157.0
Michigan,Kalkaska,,,,,,,,,,
Michigan,Kent,,,,,3.0,5099.0,2.0,-47.0,4.0,20600.0
Michigan,Keweenaw,,,,,,,,,,
Michigan,Lake,,,,,,,,,,
Michigan,Lapeer,,,,,,,2.0,-47.0,,
Michigan,Leelanau,,,,,,,,,,
Michigan,Lenawee,,,,,7.0,13740.0,,,1.0,-47.0
Michigan,Livingston,,,,,1.0,-47.0,2.0,-47.0,,
Michigan,Luce,,,,,,,,,,
Michigan,Mackinac,,,,,,,,,,
Michigan,Macomb,,,,,,,1.0,-47.0,,
Michigan,Manistee,,,,,,,,,,
Michigan,Marquette,,,,,,,,,,
Michigan,Mason,,,,,2.0,-47.0,1.0,-47.0,4.0,15000.0
Michigan,Mecosta,,,,,3.0,1875.0,,,5.0,130800.0
Michigan,Menominee,,,,,3.0,3816.0,,,,
Michigan,Midland,,,,,2.0,-47.0,,,2.0,-47.0
Michigan,Missaukee,,,,,13.0,23414.0,,,,
Michigan,Monroe,,,,,,,,,,
Michigan,Montcalm,,,,,2.0,-47.0,,,10.0,30120.0
Michigan,Montmorency,,,,,,,,,,
Michigan,Muskegon,,,,,2.0,-47.0,,,4.0,4180.0
Michigan,Newaygo,,,,,8.0,10825.0,3.0,2100.0,,
Michigan,Oakland,,,,,,,,,,
Michigan,Oceana,,,,,1.0,-47.0,,,8.0,49597.0
Michigan,Ogemaw,,,,,2.0,-47.0,,,,
Michigan,Ontonagon,,,,,,,,,,
Michigan,Osceola,,,,,5.0,5350.0,1.0,-47.0,3.0,14400.0
Michigan,Oscoda,,,,,,,,,,
Michigan,Otsego,,,,,,,,,,
Michigan,Ottawa,1.0,1911194.0,1.0,152050.0,8.0,10694.0,5.0,3450.0,20.0,67565.0
Michigan,PresqueIsle,,,,,,,,,,
Michigan,Roscommon,,,,,,,,,,
Michigan,Saginaw,,,,,1.0,-47.0,,,2.0,-47.0
Michigan,St.Clair,,,,,,,3.0,3000.0,,
Michigan,St.Joseph,,,3.0,456151.0,2.0,-47.0,3.0,1964.0,7.0,22304.0
Michigan,Sanilac,,,,,9.0,18836.0,8.0,6060.0,1.0,-47.0
Michigan,Schoolcraft,,,,,,,,,,
Michigan,Shiawassee,,,,,1.0,-47.0,1.0,-47.0,,
Michigan,Tuscola,,,,,4.0,4507.0,1.0,-47.0,3.0,15000.0
Michigan,VanBuren,,,,,4.0,7740.0,,,1.0,-47.0
Michigan,Washtenaw,,,,,,,,,,
Michigan,Wayne,,,,,,,,,,
Michigan,Wexford,,,,,,,1.0,-47.0,,
Minnesota,Minnesota,24.0,11432770.0,15.0,2055747.0,161.0,233639.0,320.0,323729.0,1536.0,8711278.0
Minnesota,Aitkin,,,,,,,,,,
Minnesota,Anoka,,,,,,,,,,
Minnesota,Becker,,,,,8.0,6159.0,3.0,2400.0,3.0,-47.0
Minnesota,Beltrami,,,,,,,,,,
Minnesota,Benton,,,1.0,137050.0,4.0,12887.0,,,7.0,33872.0
Minnesota,BigStone,,,,,,,,,5.0,-47.0
Minnesota,BlueEarth,1.0,476365.0,,,,,1.0,-47.0,83.0,664638.0
Minnesota,Brown,,,,,,,8.0,5136.0,37.0,238967.0
Minnesota,Carlton,,,,,,,,,,
Minnesota,Carver,,,,,,,1.0,-47.0,4.0,25500.0
Minnesota,Cass,,,,,,,,,,
Minnesota,Chippewa,,,,,1.0,-47.0,,,11.0,59653.0
Minnesota,Chisago,,,,,,,,,,
Minnesota,Clay,4.0,1905462.0,,,,,,,3.0,13500.0
Minnesota,Clearwater,,,,,,,,,,
Minnesota,Cook,,,,,,,,,,
Minnesota,Cottonwood,,,,,,,5.0,7748.0,42.0,339847.0
Minnesota,CrowWing,,,,,,,,,,
Minnesota,Dakota,,,,,1.0,-47.0,5.0,6383.0,2.0,-47.0
Minnesota,Dodge,,,,,2.0,-47.0,6.0,3300.0,19.0,241533.0
Minnesota,Douglas,,,,,3.0,1725.0,1.0,-47.0,,
Minnesota,Faribault,,,,,1.0,-47.0,2.0,-47.0,53.0,274674.0
Minnesota,Fillmore,,,,,5.0,4258.0,2.0,-47.0,32.0,128656.0
Minnesota,Freeborn,,,,,,,1.0,-47.0,34.0,217185.0
Minnesota,Goodhue,,,,,7.0,6576.0,7.0,5445.0,31.0,96419.0
Minnesota,Grant,,,,,2.0,-47.0,,,1.0,-47.0
Minnesota,Hennepin,,,,,,,,,,
Minnesota,Houston,,,,,6.0,4910.0,4.0,3930.0,7.0,18400.0
Minnesota,Hubbard,,,,,,,,,,
Minnesota,Isanti,,,,,1.0,-47.0,,,5.0,19000.0
Minnesota,Itasca,,,,,,,,,,
Minnesota,Jackson,,,,,,,3.0,2670.0,45.0,224313.0
Minnesota,Kanabec,,,,,,,,,1.0,-47.0
Minnesota,Kandiyohi,,,,,6.0,12658.0,1.0,-47.0,22.0,136744.0
Minnesota,Kittson,,,,,,,,,,
Minnesota,Koochiching,,,,,,,,,,
Minnesota,LacquiParle,,,,,,,1.0,-47.0,38.0,158662.0
Minnesota,Lake,,,,,,,,,,
Minnesota,LakeoftheWoods,,,,,,,,,,
Minnesota,LeSueur,,,,,,,1.0,-47.0,26.0,98959.0
Minnesota,Lincoln,,,,,1.0,-47.0,4.0,4200.0,16.0,129327.0
Minnesota,Lyon,,,,,,,41.0,32177.0,64.0,437573.0
Minnesota,McLeod,,,,,2.0,-47.0,2.0,-47.0,2.0,-47.0
Minnesota,Mahnomen,,,,,,,,,,
Minnesota,Marshall,,,,,,,,,,
Minnesota,Martin,,,,,,,4.0,3430.0,149.0,842013.0
Minnesota,Meeker,4.0,1905462.0,,,6.0,6481.0,7.0,6050.0,1.0,-47.0
Minnesota,MilleLacs,3.0,1429096.0,1.0,137050.0,,,,,,
Minnesota,Morrison,1.0,476365.0,9.0,1233448.0,7.0,7313.0,7.0,5880.0,22.0,56536.0
Minnesota,Mower,,,,,2.0,-47.0,,,51.0,229466.0
Minnesota,Murray,,,,,1.0,-47.0,13.0,15267.0,46.0,194506.0
Minnesota,Nicollet,3.0,1429096.0,,,1.0,-47.0,,,77.0,400615.0
Minnesota,Nobles,,,,,5.0,5350.0,34.0,40250.0,96.0,499370.0
Minnesota,Norman,,,,,,,,,2.0,-47.0
Minnesota,Olmsted,,,,,4.0,4360.0,2.0,-47.0,6.0,36518.0
Minnesota,OtterTail,,,,,6.0,3369.0,3.0,1750.0,,
Minnesota,Pennington,,,,,,,,,,
Minnesota,Pine,,,,,,,2.0,-47.0,,
Minnesota,Pipestone,,,,,5.0,8480.0,16.0,20086.0,24.0,300258.0
Minnesota,Polk,,,,,1.0,-47.0,,,1.0,-47.0
Minnesota,Pope,,,,,1.0,-47.0,1.0,-47.0,8.0,68327.0
Minnesota,Ramsey,,,,,,,,,,
Minnesota,RedLake,,,,,,,3.0,-47.0,,
Minnesota,Redwood,,,,,,,26.0,29656.0,80.0,347554.0
Minnesota,Renville,,,,,,,12.0,15012.0,45.0,251615.0
Minnesota,Rice,,,,,2.0,-47.0,,,25.0,146197.0
Minnesota,Rock,,,,,2.0,-47.0,37.0,41479.0,88.0,396599.0
Minnesota,Roseau,,,,,,,1.0,-47.0,6.0,13200.0
Minnesota,St.Louis,,,,,,,,,,
Minnesota,Scott,,,,,,,,,1.0,-47.0
Minnesota,Sherburne,,,,,,,4.0,3800.0,2.0,-47.0
Minnesota,Sibley,1.0,476365.0,,,5.0,3655.0,2.0,-47.0,19.0,76115.0
Minnesota,Stearns,2.0,952731.0,4.0,548199.0,17.0,20964.0,23.0,18911.0,11.0,57500.0
Minnesota,Steele,,,,,,,,,24.0,108824.0
Minnesota,Stevens,,,,,1.0,-47.0,4.0,6926.0,31.0,202528.0
Minnesota,Swift,,,,,2.0,-47.0,4.0,3480.0,7.0,26584.0
Minnesota,Todd,3.0,1429096.0,,,4.0,3978.0,1.0,-47.0,1.0,-47.0
Minnesota,Traverse,,,,,1.0,-47.0,1.0,-47.0,5.0,-47.0
Minnesota,Wabasha,,,,,12.0,12336.0,1.0,-47.0,9.0,39740.0
Minnesota,Wadena,,,,,,,,,,
Minnesota,Waseca,,,,,,,3.0,2700.0,41.0,214046.0
Minnesota,Washington,,,,,,,,,,
Minnesota,Watonwan,,,,,,,2.0,-47.0,33.0,246735.0
Minnesota,Wilkin,,,,,,,,,,
Minnesota,Winona,,,,,22.0,15752.0,,,3.0,55061.0
Minnesota,Wright,2.0,952731.0,,,3.0,1816.0,5.0,3850.0,1.0,-47.0
Minnesota,YellowMedicine,,,,,1.0,-47.0,3.0,2175.0,28.0,211930.0
Mississippi,Mississippi,2.0,409336.0,650.0,103845307.0,2.0,1000.0,,,16.0,169876.0
Mississippi,Adams,,,,,,,,,,
Mississippi,Alcorn,,,,,,,,,,
Mississippi,Amite,,,10.0,1597620.0,,,,,,
Mississippi,Attala,,,2.0,319524.0,,,,,,
Mississippi,Benton,,,,,,,,,,
Mississippi,Bolivar,,,,,,,,,,
Mississippi,Calhoun,,,,,,,,,,
Mississippi,Carroll,,,,,,,,,,
Mississippi,Chickasaw,,,6.0,958572.0,,,,,4.0,57100.0
Mississippi,Choctaw,,,,,,,,,1.0,-47.0
Mississippi,Claiborne,,,,,,,,,,
Mississippi,Clarke,,,8.0,1278096.0,,,,,,
Mississippi,Clay,,,,,,,,,4.0,68500.0
Mississippi,Coahoma,,,,,,,,,,
Mississippi,Copiah,,,11.0,1757382.0,1.0,500.0,,,,
Mississippi,Covington,,,33.0,5272146.0,,,,,,
Mississippi,DeSoto,,,,,,,,,,
Mississippi,Forrest,,,1.0,159762.0,,,,,,
Mississippi,Franklin,,,,,,,,,,
Mississippi,George,,,,,,,,,,
Mississippi,Greene,,,15.0,2396430.0,,,,,,
Mississippi,Grenada,,,,,,,,,,
Mississippi,Hancock,,,1.0,159762.0,,,,,,
Mississippi,Harrison,,,,,,,,,,
Mississippi,Hinds,1.0,204668.0,,,,,,,,
Mississippi,Holmes,,,,,,,,,,
Mississippi,Humphreys,,,,,,,,,,
Mississippi,Issaquena,,,,,,,,,,
Mississippi,Itawamba,,,,,,,,,,
Mississippi,Jackson,,,,,,,,,,
Mississippi,Jasper,,,40.0,6390480.0,,,,,,
Mississippi,Jefferson,,,8.0,1278096.0,,,,,,
Mississippi,JeffersonDavis,,,5.0,798810.0,,,,,,
Mississippi,Jones,,,41.0,6550242.0,,,,,,
Mississippi,Kemper,,,1.0,159762.0,,,,,,
Mississippi,Lafayette,,,,,,,,,,
Mississippi,Lamar,,,4.0,639048.0,,,,,,
Mississippi,Lauderdale,,,,,,,,,,
Mississippi,Lawrence,,,27.0,4313574.0,,,,,,
Mississippi,Leake,,,65.0,10384531.0,,,,,,
Mississippi,Lee,,,1.0,159762.0,,,,,,
Mississippi,Leflore,,,,,,,,,,
Mississippi,Lincoln,,,19.0,3035478.0,,,,,,
Mississippi,Lowndes,,,5.0,798810.0,,,,,1.0,-47.0
Mississippi,Madison,,,,,,,,,,
Mississippi,Marion,,,19.0,3035478.0,1.0,500.0,,,,
Mississippi,Marshall,,,,,,,,,,
Mississippi,Monroe,,,1.0,159762.0,,,,,,
Mississippi,Montgomery,,,,,,,,,1.0,-47.0
Mississippi,Neshoba,,,37.0,5911194.0,,,,,,
Mississippi,Newton,,,24.0,3834288.0,,,,,,
Mississippi,Noxubee,,,12.0,1917144.0,,,,,2.0,-47.0
Mississippi,Oktibbeha,,,1.0,159762.0,,,,,2.0,-47.0
Mississippi,Panola,,,,,,,,,,
Mississippi,PearlRiver,,,,,,,,,,
Mississippi,Perry,,,2.0,319524.0,,,,,,
Mississippi,Pike,,,6.0,958572.0,,,,,,
Mississippi,Pontotoc,,,,,,,,,,
Mississippi,Prentiss,,,,,,,,,,
Mississippi,Quitman,,,,,,,,,,
Mississippi,Rankin,,,29.0,4633098.0,,,,,,
Mississippi,Scott,,,46.0,7349053.0,,,,,,
Mississippi,Sharkey,,,,,,,,,,
Mississippi,Simpson,1.0,204668.0,40.0,6390480.0,,,,,,
Mississippi,Smith,,,50.0,7988101.0,,,,,,
Mississippi,Stone,,,,,,,,,,
Mississippi,Sunflower,,,,,,,,,,
Mississippi,Tallahatchie,,,,,,,,,,
Mississippi,Tate,,,,,,,,,,
Mississippi,Tippah,,,,,,,,,,
Mississippi,Tishomingo,,,,,,,,,,
Mississippi,Tunica,,,,,,,,,,
Mississippi,Union,,,,,,,,,,
Mississippi,Walthall,,,22.0,3514764.0,,,,,,
Mississippi,Warren,,,,,,,,,,
Mississippi,Washington,,,,,,,,,,
Mississippi,Wayne,,,45.0,7189291.0,,,,,,
Mississippi,Webster,,,,,,,,,1.0,-47.0
Mississippi,Wilkinson,,,,,,,,,,
Mississippi,Winston,,,13.0,2076906.0,,,,,,
Mississippi,Yalobusha,,,,,,,,,,
Mississippi,Yazoo,,,,,,,,,,
Missouri,Missouri,3.0,826275.0,333.0,51260745.0,11.0,22663.0,32.0,36603.0,413.0,3237377.0
Missouri,Adair,,,,,,,,,,
Missouri,Andrew,,,,,,,2.0,-47.0,,
Missouri,Atchison,,,,,,,1.0,-47.0,,
Missouri,Audrain,,,,,,,1.0,-47.0,12.0,116757.0
Missouri,Barry,,,69.0,10621596.0,1.0,-47.0,,,,
Missouri,Barton,,,,,1.0,-47.0,,,18.0,164623.0
Missouri,Bates,,,,,,,2.0,-47.0,6.0,40968.0
Missouri,Benton,,,30.0,4618085.0,,,,,1.0,-47.0
Missouri,Bollinger,,,1.0,153936.0,,,1.0,-47.0,,
Missouri,Boone,,,,,,,,,1.0,-47.0
Missouri,Buchanan,,,,,,,,,,
Missouri,Butler,,,,,,,,,,
Missouri,Caldwell,,,,,,,1.0,-47.0,1.0,-47.0
Missouri,Callaway,,,,,,,,,11.0,208069.0
Missouri,Camden,,,,,,,,,3.0,37500.0
Missouri,CapeGirardeau,,,,,,,2.0,-47.0,,
Missouri,Carroll,,,,,,,,,1.0,-47.0
Missouri,Carter,,,,,,,,,,
Missouri,Cass,,,,,,,,,3.0,29801.0
Missouri,Cedar,,,,,,,,,,
Missouri,Chariton,,,,,,,,,7.0,46530.0
Missouri,Christian,,,,,,,,,,
Missouri,Clark,,,,,,,1.0,-47.0,4.0,19200.0
Missouri,Clay,,,,,,,1.0,-47.0,,
Missouri,Clinton,,,,,,,,,1.0,-47.0
Missouri,Cole,,,,,,,,,,
Missouri,Cooper,,,1.0,153936.0,,,,,1.0,-47.0
Missouri,Crawford,,,,,,,,,,
Missouri,Dade,,,12.0,1847234.0,,,,,,
Missouri,Dallas,,,,,,,,,1.0,-47.0
