"","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
"1537","Missouri","Mississippi",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","Missouri","Moniteau",588,55134,17,1270,99,40449,28,12488366,29,1459
"1539","Missouri","Monroe",223,22947,28,84240,74,1327,6,1094,32,2535
"1540","Missouri","Montgomery",251,13879,15,-47,52,1148,3,-47,28,2731
"1541","Missouri","Morgan",518,52076,43,87438,117,452701,68,39245802,67,2246
"1542","Missouri","New Madrid",4,NA,NA,NA,NA,NA,1,-47,NA,NA
"1543","Missouri","Newton",997,82027,40,226,184,-47,78,52236990,57,1437
"1544","Missouri","Nodaway",424,37833,11,1532,65,3880,4,-47,35,2983
"1545","Missouri","Oregon",497,60271,16,174,64,23016,NA,NA,23,1701
"1546","Missouri","Osage",742,74185,28,16369,56,1255,4,-47,25,1117
"1547","Missouri","Ozark",394,50469,7,66,73,1410,3,150,14,949
"1548","Missouri","Pemiscot",1,NA,1,-47,8,280,NA,NA,NA,NA
"1549","Missouri","Perry",370,36968,12,472,39,1182,NA,NA,18,988
"1550","Missouri","Pettis",591,49421,57,129588,87,626070,36,25245144,18,454
"1551","Missouri","Phelps",433,30589,25,766,128,2677,2,-47,28,1701
"1552","Missouri","Pike",303,29426,29,42385,47,894,NA,NA,16,529
"1553","Missouri","Platte",137,10596,9,-47,56,1111,2,-47,6,451
"1554","Missouri","Polk",1040,110005,51,978,177,536397,8,498,68,2150
"1555","Missouri","Pulaski",285,17078,19,30090,54,1129,3,102,4,131
"1556","Missouri","Putnam",281,44466,18,150020,39,637,4,325,14,326
"1557","Missouri","Ralls",142,8332,6,14955,35,770,NA,NA,4,121
"1558","Missouri","Randolph",242,21593,18,24580,71,1797,2,-47,20,1209
"1559","Missouri","Ray",355,34845,20,448,99,1972,5,55,30,1098
"1560","Missouri","Reynolds",200,9946,8,22,51,2693,3,60,4,30
"1561","Missouri","Ripley",252,30965,12,287,73,-47,8,5829250,6,18
"1562","Missouri","St. Charles",101,4995,13,27060,42,1610,10,74,13,176
"1563","Missouri","St. Clair",435,53874,10,23,90,95780,9,50150,39,2925
"1564","Missouri","Ste. Genevieve",295,17004,20,-47,90,2440,NA,NA,9,437
"1565","Missouri","St. Francois",364,16366,20,200,98,2258,1,-47,21,346
"1566","Missouri","St. Louis",21,370,6,50,22,1435,NA,NA,2,-47
"1567","Missouri","Saline",238,20602,31,162766,29,1317,1,-47,5,72
"1568","Missouri","Schuyler",211,30817,19,34241,28,571,2,-47,27,2237
"1569","Missouri","Scotland",250,30202,45,139242,59,79662,33,901724,36,1519
"1570","Missouri","Scott",90,4060,2,-47,21,-47,9,10470120,16,155
"1571","Missouri","Shannon",273,26744,4,55,58,1134,1,-47,21,1238
"1572","Missouri","Shelby",180,15485,31,166844,14,-47,7,192,32,1190
"1573","Missouri","Stoddard",160,7773,6,15,69,-47,9,7950000,22,568
"1574","Missouri","Stone",370,20295,16,82,70,1853,12,6059545,21,737
"1575","Missouri","Sullivan",248,36999,10,231284,27,426,NA,NA,3,-47
"1576","Missouri","Taney",282,13220,8,187,98,1352,NA,NA,7,41
"1577","Missouri","Texas",898,101596,31,173,219,22621,16,126,43,1692
"1578","Missouri","Vernon",713,73020,52,178882,150,215718,6,1307,70,4065
"1579","Missouri","Warren",151,7876,7,-47,71,1555,7,45,8,95
"1580","Missouri","Washington",215,8551,7,65,63,1383,NA,NA,6,224
"1581","Missouri","Wayne",195,13545,4,53,30,555,4,80,15,1174
"1582","Missouri","Webster",1148,75742,66,1671,273,62457,12,18750,98,3333
"1583","Missouri","Worth",105,10785,8,35388,19,222,NA,NA,7,121
"1584","Missouri","Wright",802,75793,24,142,128,54442,12,9055,42,3286
"1585","Montana","Montana",9533,2118284,347,230387,2407,1235100,91,133389,1118,197784
"1586","Montana","Beaverhead",186,114774,4,7,20,218,NA,NA,13,-47
"1587","Montana","Big Horn",210,89583,4,48,24,541,NA,NA,7,342
"1588","Montana","Blaine",204,52508,3,-47,20,-47,1,-47,7,1810
"1589","Montana","Broadwater",116,16264,6,101,47,948,2,-47,11,3425
"1590","Montana","Carbon",307,52213,10,126,71,1166,4,440,31,2430
"1591","Montana","Carter",192,72647,2,-47,13,165,NA,NA,26,17292
"1592","Montana","Cascade",349,69727,21,44758,114,94282,5,49,39,5505
"1593","Montana","Chouteau",159,33127,3,-47,23,-47,1,-47,6,-47
"1594","Montana","Custer",223,87693,NA,NA,45,623,NA,NA,12,1969
"1595","Montana","Daniels",45,7115,2,-47,5,84,NA,NA,6,193
"1596","Montana","Dawson",174,30283,NA,NA,12,379,1,-47,15,3539
"1597","Montana","Deer Lodge",35,5598,6,57,10,99,NA,NA,4,175
"1598","Montana","Fallon",138,36184,2,-47,20,309,NA,NA,12,1283
"1599","Montana","Fergus",467,103253,10,128,53,1597,4,1560,44,1925
"1600","Montana","Flathead",235,9695,20,3152,152,3076,3,-47,40,502
"1601","Montana","Gallatin",263,33714,15,221,148,7105,NA,NA,51,2459
"1602","Montana","Garfield",156,69989,1,-47,19,459,NA,NA,34,15017
"1603","Montana","Glacier",186,35695,8,22354,22,238979,2,-47,6,811
"1604","Montana","Golden Valley",75,14448,1,-47,13,-47,1,-47,12,14165
"1605","Montana","Granite",76,16535,3,134,10,96,1,-47,21,876
"1606","Montana","Hill",130,14834,7,25224,31,105299,4,-47,10,1295
"1607","Montana","Jefferson",171,27420,4,17,42,571,2,-47,24,1727
"1608","Montana","Judith Basin",173,62999,2,-47,17,250,NA,NA,23,3702
"1609","Montana","Lake",398,30222,26,122,130,2054,14,570,42,1567
"1610","Montana","Lewis and Clark",194,44064,14,-47,86,-47,1,-47,35,2586
"1611","Montana","Liberty",39,7696,3,16632,10,72555,3,43800,1,-47
"1612","Montana","Lincoln",75,3490,8,72,57,1475,6,920,11,276
"1613","Montana","McCone",108,24657,1,-47,9,377,1,-47,10,3576
"1614","Montana","Madison",266,60482,1,-47,42,921,NA,NA,23,1645
"1615","Montana","Meagher",92,38901,1,-47,11,254,NA,NA,3,-47
"1616","Montana","Mineral",10,327,NA,NA,10,195,NA,NA,NA,NA
"1617","Montana","Missoula",184,7919,29,124,113,1809,1,-47,43,1151
"1618","Montana","Musselshell",171,37975,12,58,46,592,NA,NA,25,1062
"1619","Montana","Park",153,41838,7,148,52,1939,2,-47,25,1159
"1620","Montana","Petroleum",77,32490,1,-47,3,26,NA,NA,4,-47
"1621","Montana","Phillips",213,70562,6,1207,13,-47,NA,NA,19,2557
"1622","Montana","Pondera",133,20646,6,25629,23,205250,2,-47,9,3355
"1623","Montana","Powder River",234,86569,1,-47,41,661,2,-47,50,12373
"1624","Montana","Powell",124,39039,3,40,34,4272,NA,NA,15,189
"1625","Montana","Prairie",83,27846,NA,NA,2,-47,NA,NA,2,-47
"1626","Montana","Ravalli",430,19015,25,169,234,7849,14,468,106,1740
"1627","Montana","Richland",179,46182,7,37,35,992,NA,NA,11,2184
"1628","Montana","Roosevelt",118,18744,11,41,17,367,2,-47,4,512
"1629","Montana","Rosebud",225,66397,4,414,27,407,NA,NA,14,3291
"1630","Montana","Sanders",170,12048,6,33,94,6028,1,-47,17,227
"1631","Montana","Sheridan",115,15631,2,-47,14,207,NA,NA,7,386
"1632","Montana","Silver Bow",51,5794,1,-47,20,289,NA,NA,4,103
"1633","Montana","Stillwater",192,29337,2,-47,45,715,NA,NA,29,37316
"1634","Montana","Sweet Grass",151,35717,3,28,24,342,NA,NA,36,3366
"1635","Montana","Teton",195,42779,10,-47,42,-47,5,-47,24,4394
"1636","Montana","Toole",75,11535,5,14756,18,121328,NA,NA,13,3072
"1637","Montana","Treasure",51,20803,NA,NA,5,67,NA,NA,2,-47
"1638","Montana","Valley",184,56272,2,-47,40,1186,NA,NA,12,538
"1639","Montana","Wheatland",75,28888,3,10973,14,176,3,16700,15,8791
"1640","Montana","Wibaux",62,14047,1,-47,10,153,NA,NA,NA,NA
"1641","Montana","Yellowstone",436,64074,12,-47,155,20326,3,-47,53,2024
"1642","Nebraska","Nebraska",16958,6390191,942,3606923,2782,7161783,200,90851080,953,58026
"1643","Nebraska","Adams",141,62608,15,51265,24,388,NA,NA,16,159
"1644","Nebraska","Antelope",278,131008,26,140495,41,1406,2,-47,6,127
"1645","Nebraska","Arthur",59,29610,3,16098,2,-47,NA,NA,NA,NA
"1646","Nebraska","Banner",85,57778,2,-47,8,225,NA,NA,NA,NA
"1647","Nebraska","Blaine",77,36191,NA,NA,6,18,6,18,2,-47
"1648","Nebraska","Boone",215,104998,7,-47,10,162,NA,NA,NA,NA
"1649","Nebraska","Box Butte",136,54930,5,187,31,518,2,-47,6,657
"1650","Nebraska","Boyd",163,45552,6,600,9,659,3,450,3,121
"1651","Nebraska","Brown",161,136229,6,-47,20,277,3,54,3,306
"1652","Nebraska","Buffalo",443,103788,19,3127,68,110415,1,-47,21,2099
"1653","Nebraska","Burt",128,26858,5,-47,34,909,1,-47,24,1024
"1654","Nebraska","Butler",214,48777,24,59663,64,543468,13,31469510,21,858
"1655","Nebraska","Cass",124,7730,6,5016,48,-47,2,-47,22,574
"1656","Nebraska","Cedar",372,99336,36,99386,41,1029,4,212,9,2801
"1657","Nebraska","Chase",104,145431,2,-47,16,349,NA,NA,2,-47
"1658","Nebraska","Cherry",481,337095,5,26,41,539,NA,NA,5,125
"1659","Nebraska","Cheyenne",128,52669,5,25,45,906,1,-47,3,165
"1660","Nebraska","Clay",109,50961,9,185399,30,-47,2,-47,24,3241
"1661","Nebraska","Colfax",149,83930,26,77934,15,532,1,-47,15,562
"1662","Nebraska","Cuming",344,346446,47,202065,54,101247,18,-47,8,418
"1663","Nebraska","Custer",703,290855,7,-47,59,1342,1,-47,22,766
"1664","Nebraska","Dakota",69,5998,18,19236,23,462,1,-47,4,520
"1665","Nebraska","Dawes",270,67843,2,-47,54,1254,6,270,23,3424
"1666","Nebraska","Dawson",294,221267,24,111068,27,883,1,-47,14,254
"1667","Nebraska","Deuel",56,15465,2,-47,13,326,NA,NA,3,15
"1668","Nebraska","Dixon",170,37711,15,48058,17,-47,NA,NA,18,1082
"1669","Nebraska","Dodge",148,47195,28,50665,43,855,6,-47,23,465
"1670","Nebraska","Douglas",32,719,2,-47,47,1030,NA,NA,13,197
"1671","Nebraska","Dundy",117,62741,4,466,9,290,NA,NA,2,-47
"1672","Nebraska","Fillmore",126,37944,10,37184,1,-47,NA,NA,16,1007
"1673","Nebraska","Franklin",139,29050,3,390,18,356,NA,NA,8,154
"1674","Nebraska","Frontier",185,50877,2,-47,15,329,NA,NA,4,360
"1675","Nebraska","Furnas",149,35951,1,-47,14,274,NA,NA,3,134
"1676","Nebraska","Gage",343,33769,36,37254,58,-47,4,700015,20,434
"1677","Nebraska","Garden",104,84295,3,27,10,199,NA,NA,2,-47
"1678","Nebraska","Garfield",79,50631,2,-47,10,235,NA,NA,NA,NA
"1679","Nebraska","Gosper",105,25570,1,-47,11,96,NA,NA,NA,NA
"1680","Nebraska","Grant",57,40774,NA,NA,2,-47,1,-47,NA,NA
"1681","Nebraska","Greeley",129,39680,6,-47,11,-47,NA,NA,7,1217
"1682","Nebraska","Hall",200,67025,8,7284,32,-47,3,-47,7,28
"1683","Nebraska","Hamilton",137,25053,6,3071,34,1013,10,-47,15,269
"1684","Nebraska","Harlan",131,38709,5,3439,14,248,NA,NA,6,128
"1685","Nebraska","Hayes",130,56053,NA,NA,8,62,NA,NA,14,336
"1686","Nebraska","Hitchcock",126,20565,NA,NA,12,205,NA,NA,14,46
"1687","Nebraska","Holt",690,190677,16,118022,60,3721,3,-47,26,2961
"1688","Nebraska","Hooker",75,25610,1,-47,3,30,NA,NA,NA,NA
"1689","Nebraska","Howard",268,76316,20,2553,58,1559,NA,NA,17,471
"1690","Nebraska","Jefferson",201,24761,9,-47,32,-47,1,-47,19,1154
"1691","Nebraska","Johnson",113,9528,6,5058,10,166,2,-47,7,326
"1692","Nebraska","Kearney",87,95439,2,-47,27,810,NA,NA,10,210
"1693","Nebraska","Keith",107,33339,7,106,12,260,2,-47,1,-47
"1694","Nebraska","Keya Paha",113,44184,NA,NA,5,106,NA,NA,1,-47
"1695","Nebraska","Kimball",112,18702,3,19,30,423,NA,NA,7,-47
"1696","Nebraska","Knox",457,116640,27,120220,47,-47,4,-47,26,1447
"1697","Nebraska","Lancaster",359,24796,13,9130,208,5570,16,1780730,40,924
"1698","Nebraska","Lincoln",494,305622,4,42,69,1306,1,-47,24,1259
"1699","Nebraska","Logan",58,27924,NA,NA,15,396,NA,NA,4,72
"1700","Nebraska","Loup",58,31620,2,-47,5,146,NA,NA,4,185
"1701","Nebraska","McPherson",100,53458,3,31,3,39,NA,NA,NA,NA
"1702","Nebraska","Madison",211,82112,24,43156,63,3113,9,-47,20,1402
"1703","Nebraska","Merrick",165,49563,2,-47,22,404,NA,NA,8,418
"1704","Nebraska","Morrill",246,160127,NA,NA,38,446,1,-47,13,431
"1705","Nebraska","Nance",146,18031,7,57049,13,190,NA,NA,9,105
"1706","Nebraska","Nemaha",83,4662,2,-47,18,449,1,-47,9,279
"1707","Nebraska","Nuckolls",158,42087,5,224,23,400,NA,NA,15,756
"1708","Nebraska","Otoe",233,9149,22,54004,69,1876,3,163,14,197
"1709","Nebraska","Pawnee",148,15737,6,60,16,517,1,-47,10,499
"1710","Nebraska","Perkins",82,35653,4,18601,11,383,3,410,7,825
"1711","Nebraska","Phelps",106,207473,3,-47,15,276,NA,NA,NA,NA
"1712","Nebraska","Pierce",213,50120,27,38764,26,620,3,240,6,-47
"1713","Nebraska","Platte",257,125056,67,573569,30,662,9,21281250,14,165
"1714","Nebraska","Polk",145,56770,17,37958,27,-47,3,-47,1,-47
"1715","Nebraska","Red Willow",124,53015,5,27812,24,611,NA,NA,6,39
"1716","Nebraska","Richardson",202,13256,15,25538,28,524,NA,NA,14,997
"1717","Nebraska","Rock",174,105901,2,-47,16,213,1,-47,1,-47
"1718","Nebraska","Saline",200,18653,22,35444,34,524,4,426,10,320
"1719","Nebraska","Sarpy",39,1073,1,-47,58,1219,NA,NA,18,174
"1720","Nebraska","Saunders",249,55262,8,3774,59,2089,5,5524450,15,955
"1721","Nebraska","Scotts Bluff",263,83479,22,57820,80,1531,6,190,18,1201
"1722","Nebraska","Seward",281,35622,17,25607,75,1747,6,5995620,26,960
"1723","Nebraska","Sheridan",294,105776,3,123,32,694,NA,NA,2,-47
"1724","Nebraska","Sherman",182,43369,4,98,23,385,NA,NA,NA,NA
"1725","Nebraska","Sioux",201,91679,NA,NA,26,441,NA,NA,5,354
"1726","Nebraska","Stanton",186,31763,11,70935,37,-47,2,-47,7,520
"1727","Nebraska","Thayer",137,44561,4,2989,24,497,NA,NA,18,711
"1728","Nebraska","Thomas",83,34915,3,35100,10,224,NA,NA,NA,NA
"1729","Nebraska","Thurston",52,37338,NA,NA,16,373,NA,NA,4,100
"1730","Nebraska","Valley",156,73652,5,439,8,203,NA,NA,NA,NA
"1731","Nebraska","Washington",174,15904,37,29022,59,-47,17,-47,33,1592
"1732","Nebraska","Wayne",192,35095,13,29748,18,-47,NA,NA,8,408
"1733","Nebraska","Webster",155,88001,9,15229,14,630,1,-47,10,6933
"1734","Nebraska","Wheeler",87,100403,1,-47,10,72,2,-47,4,106
"1735","Nebraska","York",132,38653,22,53542,27,502,2,-47,14,293
"1736","Nevada","Nevada",1382,438511,68,-47,539,15363,14,2366,281,71699
"1737","Nevada","Churchill",227,61993,8,-47,84,1618,2,-47,28,717
"1738","Nevada","Clark",56,2532,5,-47,29,920,2,-47,6,695
"1739","Nevada","Douglas",92,13072,NA,NA,46,1096,1,-47,35,507
"1740","Nevada","Elko",282,128070,17,104,81,1245,1,-47,46,20600
"1741","Nevada","Esmeralda",7,1126,NA,NA,3,38,NA,NA,NA,NA
"1742","Nevada","Eureka",55,19983,4,21,9,185,NA,NA,5,-47
"1743","Nevada","Humboldt",137,59243,11,37,42,823,3,44,30,8815
"1744","Nevada","Lander",43,16023,NA,NA,7,99,NA,NA,11,-47
"1745","Nevada","Lincoln",64,14031,2,-47,19,259,NA,NA,2,-47
"1746","Nevada","Lyon",85,40360,8,-47,54,1283,1,-47,27,13249
"1747","Nevada","Mineral",12,1820,NA,NA,5,-47,NA,NA,5,350
"1748","Nevada","Nye",58,23989,4,17,34,4934,1,-47,9,106
"1749","Nevada","Pershing",75,23826,3,58,22,533,NA,NA,11,256
"1750","Nevada","Storey",NA,NA,NA,NA,2,-47,2,-47,NA,NA
"1751","Nevada","Washoe",111,12859,5,18,63,1367,1,-47,22,-47
"1752","Nevada","White Pine",74,19159,1,-47,36,843,NA,NA,41,12899
"1753","Nevada","Carson City",4,425,NA,NA,3,30,NA,NA,3,81
"1754","New_Hampshire","New Hampshire",789,29647,219,-47,1109,238651,147,115753,506,8754
"1755","New_Hampshire","Belknap",51,1749,14,186,50,2574,11,3840,35,571
"1756","New_Hampshire","Carroll",58,1187,10,168,63,2278,9,610,11,110
"1757","New_Hampshire","Cheshire",77,3583,24,385,114,9218,21,5771,56,1172
"1758","New_Hampshire","Coos",67,5054,12,158,78,1514,8,1405,20,147
"1759","New_Hampshire","Grafton",102,5208,31,669,118,-47,13,-47,53,763
"1760","New_Hampshire","Hillsborough",105,1670,30,-47,135,9924,25,13305,98,1355
"1761","New_Hampshire","Merrimack",118,3685,44,508,192,8483,29,4832,75,1410
"1762","New_Hampshire","Rockingham",101,1681,22,465,169,-47,17,-47,60,882
"1763","New_Hampshire","Strafford",46,1599,22,319,95,3228,13,864,41,1041
"1764","New_Hampshire","Sullivan",64,4231,10,454,95,11622,1,-47,57,1303
"1765","New_Jersey","New Jersey",1040,25552,332,7276,2296,1388403,147,311102,841,14085
"1766","New_Jersey","Atlantic",26,165,10,528,93,3684,4,-47,10,246
"1767","New_Jersey","Bergen",4,14,NA,NA,10,662,1,-47,4,20
"1768","New_Jersey","Burlington",73,978,29,1006,195,12569,4,580,57,735
"1769","New_Jersey","Camden",15,113,10,30,19,806,4,77,9,60
"1770","New_Jersey","Cape May",14,207,4,800,29,783,NA,NA,12,258
"1771","New_Jersey","Cumberland",45,1127,11,-47,80,-47,7,-47,9,125
"1772","New_Jersey","Essex",NA,NA,NA,NA,NA,NA,NA,NA,2,-47
"1773","New_Jersey","Gloucester",48,2047,22,1009,102,6323,16,228,37,1191
"1774","New_Jersey","Hudson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","New_Jersey","Hunterdon",194,3417,48,357,430,18182,19,1623,212,2970
"1776","New_Jersey","Mercer",25,632,9,355,61,2165,6,-47,42,1162
"1777","New_Jersey","Middlesex",6,45,6,656,37,1319,4,2575,9,243
"1778","New_Jersey","Monmouth",44,287,32,84,270,65226,11,399,75,1038
"1779","New_Jersey","Morris",38,352,19,57,121,4100,4,123,59,1117
"1780","New_Jersey","Ocean",8,532,14,324,46,2321,7,237,15,222
"1781","New_Jersey","Passaic",3,16,9,19,48,3595,1,-47,9,37
"1782","New_Jersey","Salem",123,6125,29,289,162,-47,8,1121,48,1128
"1783","New_Jersey","Somerset",66,1556,3,-47,95,8786,5,-47,57,976
"1784","New_Jersey","Sussex",160,4665,53,454,284,9889,26,11382,86,1204
"1785","New_Jersey","Union",3,22,NA,NA,1,-47,NA,NA,1,-47
"1786","New_Jersey","Warren",145,3252,24,223,213,-47,20,4222,88,1309
"1787","New_Mexico","New Mexico",8562,1330860,363,1747,2665,91564,77,3955,2949,92005
"1788","New_Mexico","Bernalillo",190,3672,10,115,263,6577,18,547,119,1228
"1789","New_Mexico","Catron",216,35250,6,22,37,609,NA,NA,12,114
"1790","New_Mexico","Chaves",216,144617,9,41,65,1330,3,-47,42,24842
"1791","New_Mexico","Cibola",325,15356,4,15,94,1129,3,-47,142,3337
"1792","New_Mexico","Colfax",146,39316,8,27,29,489,NA,NA,9,340
"1793","New_Mexico","Curry",248,243083,9,120,25,697,1,-47,14,406
"1794","New_Mexico","De Baca",94,17719,1,-47,24,481,NA,NA,17,698
"1795","New_Mexico","Dona Ana",167,41400,11,43,151,5989,5,-47,52,1421
"1796","New_Mexico","Eddy",163,33286,7,151,29,614,4,350,20,888
"1797","New_Mexico","Grant",210,27976,4,76,42,925,NA,NA,4,48
"1798","New_Mexico","Guadalupe",186,20575,NA,NA,10,214,NA,NA,7,2304
"1799","New_Mexico","Harding",108,23092,NA,NA,13,278,NA,NA,8,46
"1800","New_Mexico","Hidalgo",97,18935,1,-47,24,344,1,-47,1,-47
"1801","New_Mexico","Lea",216,100315,4,10,72,1688,5,74,29,1808
"1802","New_Mexico","Lincoln",237,30556,4,13,61,932,NA,NA,13,226
"1803","New_Mexico","Los Alamos",2,NA,NA,NA,2,-47,NA,NA,NA,NA
"1804","New_Mexico","Luna",82,37589,5,17,15,583,NA,NA,10,209
"1805","New_Mexico","McKinley",800,16343,76,180,220,1824,NA,NA,977,19933
"1806","New_Mexico","Mora",248,13647,1,-47,33,702,NA,NA,19,243
"1807","New_Mexico","Otero",192,20008,12,28,68,-47,5,54,13,192
"1808","New_Mexico","Quay",236,41764,8,24,51,899,2,-47,28,2138
"1809","New_Mexico","Rio Arriba",544,17943,9,34,160,3368,8,466,78,4636
"1810","New_Mexico","Roosevelt",264,156761,6,25,33,-47,1,-47,22,541
"1811","New_Mexico","Sandoval",317,12978,10,82,123,2596,3,3,70,866
"1812","New_Mexico","San Juan",963,14934,51,132,380,5421,6,115,945,18020
"1813","New_Mexico","San Miguel",428,32141,14,130,95,1893,2,-47,24,252
"1814","New_Mexico","Santa Fe",186,8111,13,109,124,3352,8,156,50,744
"1815","New_Mexico","Sierra",130,14565,4,13,37,778,2,-47,5,17
"1816","New_Mexico","Socorro",192,35328,15,26,49,888,NA,NA,33,732
"1817","New_Mexico","Taos",223,NA,16,112,74,1513,NA,NA,48,660
"1818","New_Mexico","Torrance",362,32755,21,96,80,1535,NA,NA,34,4112
"1819","New_Mexico","Union",220,60012,1,-47,13,256,NA,NA,2,-47
"1820","New_Mexico","Valencia",354,16228,23,73,169,5728,NA,NA,102,987
"1821","New_York","New York",9993,1380585,1352,42889,5693,6388603,703,1538860,1627,72574
"1822","New_York","Albany",93,5764,19,132,116,3733,16,2317,29,942
"1823","New_York","Allegany",238,16172,29,131,129,3022,19,1566,55,1541
"1824","New_York","Bronx",NA,NA,NA,NA,1,-47,NA,NA,NA,NA
"1825","New_York","Broome",122,10644,8,147,88,2915,1,-47,14,274
"1826","New_York","Cattaraugus",336,35712,26,537,145,4012,19,1464,49,1083
"1827","New_York","Cayuga",254,82794,27,783,96,49801,12,4126,34,3017
"1828","New_York","Chautauqua",421,45350,72,437,182,6622,32,4212,38,1448
"1829","New_York","Chemung",104,7472,11,30,55,1994,7,213,15,524
"1830","New_York","Chenango",295,30208,36,364,117,4545,17,6747,48,1280
"1831","New_York","Clinton",192,47039,27,313,136,-47,18,1814,27,441
"1832","New_York","Columbia",118,14966,26,1053,91,141959,19,16068,34,1585
"1833","New_York","Cortland",160,26055,10,96,62,1124,3,-47,21,463
"1834","New_York","Delaware",240,19254,42,862,132,6893,24,19575,43,1734
"1835","New_York","Dutchess",127,5552,23,464,144,6865,13,12970,39,1049
"1836","New_York","Erie",226,24267,37,1111,163,-47,19,39175,38,612
"1837","New_York","Essex",75,2684,15,90,75,2376,10,1414,18,941
"1838","New_York","Franklin",206,32313,30,468,91,95414,8,2359,21,702
"1839","New_York","Fulton",63,1908,10,50,31,637,3,-47,2,-47
"1840","New_York","Genesee",167,62823,10,185,69,-47,10,944,12,1509
"1841","New_York","Greene",61,5109,5,115,60,-47,6,-47,9,115
"1842","New_York","Hamilton",2,NA,NA,NA,4,64,NA,NA,NA,NA
"1843","New_York","Herkimer",233,21431,37,586,98,16854,10,2810,33,5688
"1844","New_York","Jefferson",271,48315,27,227,119,2353,12,576,33,1109
"1845","New_York","Kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","New_York","Lewis",249,48525,34,209,76,2685,7,1301,23,665
"1847","New_York","Livingston",214,55686,20,158,98,2539,10,271,44,10714
"1848","New_York","Madison",286,35174,27,209,112,2687,9,3877,23,995
"1849","New_York","Monroe",53,2922,3,-47,72,1857,4,-47,26,982
"1850","New_York","Montgomery",241,33222,52,473,131,9566,34,41515,38,1599
"1851","New_York","Nassau",NA,NA,1,-47,4,360,NA,NA,NA,NA
"1852","New_York","New York",NA,NA,NA,NA,6,109,NA,NA,NA,NA
"1853","New_York","Niagara",128,20152,38,300,109,4234,9,1478,24,511
"1854","New_York","Oneida",333,37804,37,449,205,7188,21,14074,41,2369
"1855","New_York","Onondaga",158,45071,25,114,81,-47,4,391,26,731
"1856","New_York","Ontario",257,59265,29,249,110,22596,14,719,28,589
"1857","New_York","Orange",98,4932,12,76,143,8900,21,1756,26,890
"1858","New_York","Orleans",88,7689,9,165,69,1621,9,-47,24,1422
"1859","New_York","Oswego",179,12861,32,194,131,3420,13,649,20,284
"1860","New_York","Otsego",320,13385,36,422,174,3791,19,14651,50,1490
"1861","New_York","Putnam",8,122,4,39,17,911,3,100,10,132
"1862","New_York","Queens",3,6,1,-47,3,600,NA,NA,3,8
"1863","New_York","Rensselaer",126,9862,20,619,135,10635,14,12587,36,1248
"1864","New_York","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","New_York","Rockland",2,NA,NA,NA,3,116,NA,NA,NA,NA
"1866","New_York","St. Lawrence",447,66278,66,363,204,5319,14,2264,59,1684
"1867","New_York","Saratoga",125,17508,14,63,135,-47,14,970,22,301
"1868","New_York","Schenectady",26,771,7,30,30,753,5,761,8,242
"1869","New_York","Schoharie",187,17148,31,295,124,3835,25,13698,55,1471
"1870","New_York","Schuyler",114,12995,16,1082,78,35157,9,3118,15,1127
"1871","New_York","Seneca",157,14434,20,8853,43,-47,8,71985,27,1477
"1872","New_York","Steuben",568,58696,73,7531,210,292829,36,3353,75,4103
"1873","New_York","Suffolk",13,255,15,201,63,6112,7,17165,11,430
"1874","New_York","Sullivan",80,3385,23,197,118,-47,21,-47,32,593
"1875","New_York","Tioga",195,19446,27,327,87,2876,13,2299,46,3156
"1876","New_York","Tompkins",91,26129,13,-47,69,2117,8,878,38,1052
"1877","New_York","Ulster",74,2962,16,185,88,4461,7,2399,18,559
"1878","New_York","Warren",15,113,11,48,32,1246,4,135,9,-47
"1879","New_York","Washington",292,61085,42,1357,143,17680,16,-47,63,1274
"1880","New_York","Wayne",203,27938,24,8827,125,-47,15,5350,28,724
"1881","New_York","Westchester",17,285,6,45,20,2380,NA,NA,7,463
"1882","New_York","Wyoming",298,93232,18,262,72,3807,13,2229,22,1302
"1883","New_York","Yates",344,25381,23,119,169,221353,19,2243,38,1639
"1884","North_Carolina","North Carolina",14980,718743,2492,8191751,5772,14535543,2058,972408186,1536,36578
"1885","North_Carolina","Alamance",313,11760,24,170,90,259801,10,1325496,38,885
"1886","North_Carolina","Alexander",259,20979,7,93,81,766425,64,32574024,11,356
"1887","North_Carolina","Alleghany",200,20054,16,95,29,493,NA,NA,8,387
"1888","North_Carolina","Anson",123,9072,11,54644,32,347344,66,50443510,7,165
"1889","North_Carolina","Ashe",252,9152,12,107,67,1948,2,-47,29,435
"1890","North_Carolina","Avery",47,783,11,22,29,1014,NA,NA,1,-47
"1891","North_Carolina","Beaufort",19,637,3,21214,18,1035,2,-47,6,78
"1892","North_Carolina","Bertie",5,239,4,-47,5,-47,73,38573708,NA,NA
"1893","North_Carolina","Bladen",92,4358,57,688866,39,-47,40,24927016,1,-47
"1894","North_Carolina","Brunswick",56,1676,17,55316,38,1769,8,126,5,79
"1895","North_Carolina","Buncombe",434,14004,47,696,167,5001,9,-47,60,1026
