"X","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
1615,"montana","meagher",92,38901,1,-47,11,254,NA,NA,3,-47
1616,"montana","mineral",10,327,NA,NA,10,195,NA,NA,NA,NA
1617,"montana","missoula",184,7919,29,124,113,1809,1,-47,43,1151
1618,"montana","musselshell",171,37975,12,58,46,592,NA,NA,25,1062
1619,"montana","park",153,41838,7,148,52,1939,2,-47,25,1159
1620,"montana","petroleum",77,32490,1,-47,3,26,NA,NA,4,-47
1621,"montana","phillips",213,70562,6,1207,13,-47,NA,NA,19,2557
1622,"montana","pondera",133,20646,6,25629,23,205250,2,-47,9,3355
1623,"montana","powderriver",234,86569,1,-47,41,661,2,-47,50,12373
1624,"montana","powell",124,39039,3,40,34,4272,NA,NA,15,189
1625,"montana","prairie",83,27846,NA,NA,2,-47,NA,NA,2,-47
1626,"montana","ravalli",430,19015,25,169,234,7849,14,468,106,1740
1627,"montana","richland",179,46182,7,37,35,992,NA,NA,11,2184
1628,"montana","roosevelt",118,18744,11,41,17,367,2,-47,4,512
1629,"montana","rosebud",225,66397,4,414,27,407,NA,NA,14,3291
1630,"montana","sanders",170,12048,6,33,94,6028,1,-47,17,227
1631,"montana","sheridan",115,15631,2,-47,14,207,NA,NA,7,386
1632,"montana","silverbow",51,5794,1,-47,20,289,NA,NA,4,103
1633,"montana","stillwater",192,29337,2,-47,45,715,NA,NA,29,37316
1634,"montana","sweetgrass",151,35717,3,28,24,342,NA,NA,36,3366
1635,"montana","teton",195,42779,10,-47,42,-47,5,-47,24,4394
1636,"montana","toole",75,11535,5,14756,18,121328,NA,NA,13,3072
1637,"montana","treasure",51,20803,NA,NA,5,67,NA,NA,2,-47
1638,"montana","valley",184,56272,2,-47,40,1186,NA,NA,12,538
1639,"montana","wheatland",75,28888,3,10973,14,176,3,16700,15,8791
1640,"montana","wibaux",62,14047,1,-47,10,153,NA,NA,NA,NA
1641,"montana","yellowstone",436,64074,12,-47,155,20326,3,-47,53,2024
1643,"nebraska","adams",141,62608,15,51265,24,388,NA,NA,16,159
1644,"nebraska","antelope",278,131008,26,140495,41,1406,2,-47,6,127
1645,"nebraska","arthur",59,29610,3,16098,2,-47,NA,NA,NA,NA
1646,"nebraska","banner",85,57778,2,-47,8,225,NA,NA,NA,NA
1647,"nebraska","blaine",77,36191,NA,NA,6,18,6,18,2,-47
1648,"nebraska","boone",215,104998,7,-47,10,162,NA,NA,NA,NA
1649,"nebraska","boxbutte",136,54930,5,187,31,518,2,-47,6,657
1650,"nebraska","boyd",163,45552,6,600,9,659,3,450,3,121
1651,"nebraska","brown",161,136229,6,-47,20,277,3,54,3,306
1652,"nebraska","buffalo",443,103788,19,3127,68,110415,1,-47,21,2099
1653,"nebraska","burt",128,26858,5,-47,34,909,1,-47,24,1024
1654,"nebraska","butler",214,48777,24,59663,64,543468,13,31469510,21,858
1655,"nebraska","cass",124,7730,6,5016,48,-47,2,-47,22,574
1656,"nebraska","cedar",372,99336,36,99386,41,1029,4,212,9,2801
1657,"nebraska","chase",104,145431,2,-47,16,349,NA,NA,2,-47
1658,"nebraska","cherry",481,337095,5,26,41,539,NA,NA,5,125
1659,"nebraska","cheyenne",128,52669,5,25,45,906,1,-47,3,165
1660,"nebraska","clay",109,50961,9,185399,30,-47,2,-47,24,3241
1661,"nebraska","colfax",149,83930,26,77934,15,532,1,-47,15,562
1662,"nebraska","cuming",344,346446,47,202065,54,101247,18,-47,8,418
1663,"nebraska","custer",703,290855,7,-47,59,1342,1,-47,22,766
1664,"nebraska","dakota",69,5998,18,19236,23,462,1,-47,4,520
1665,"nebraska","dawes",270,67843,2,-47,54,1254,6,270,23,3424
1666,"nebraska","dawson",294,221267,24,111068,27,883,1,-47,14,254
1667,"nebraska","deuel",56,15465,2,-47,13,326,NA,NA,3,15
1668,"nebraska","dixon",170,37711,15,48058,17,-47,NA,NA,18,1082
1669,"nebraska","dodge",148,47195,28,50665,43,855,6,-47,23,465
1670,"nebraska","douglas",32,719,2,-47,47,1030,NA,NA,13,197
1671,"nebraska","dundy",117,62741,4,466,9,290,NA,NA,2,-47
1672,"nebraska","fillmore",126,37944,10,37184,1,-47,NA,NA,16,1007
1673,"nebraska","franklin",139,29050,3,390,18,356,NA,NA,8,154
1674,"nebraska","frontier",185,50877,2,-47,15,329,NA,NA,4,360
1675,"nebraska","furnas",149,35951,1,-47,14,274,NA,NA,3,134
1676,"nebraska","gage",343,33769,36,37254,58,-47,4,700015,20,434
1677,"nebraska","garden",104,84295,3,27,10,199,NA,NA,2,-47
1678,"nebraska","garfield",79,50631,2,-47,10,235,NA,NA,NA,NA
1679,"nebraska","gosper",105,25570,1,-47,11,96,NA,NA,NA,NA
1680,"nebraska","grant",57,40774,NA,NA,2,-47,1,-47,NA,NA
1681,"nebraska","greeley",129,39680,6,-47,11,-47,NA,NA,7,1217
1682,"nebraska","hall",200,67025,8,7284,32,-47,3,-47,7,28
1683,"nebraska","hamilton",137,25053,6,3071,34,1013,10,-47,15,269
1684,"nebraska","harlan",131,38709,5,3439,14,248,NA,NA,6,128
1685,"nebraska","hayes",130,56053,NA,NA,8,62,NA,NA,14,336
1686,"nebraska","hitchcock",126,20565,NA,NA,12,205,NA,NA,14,46
1687,"nebraska","holt",690,190677,16,118022,60,3721,3,-47,26,2961
1688,"nebraska","hooker",75,25610,1,-47,3,30,NA,NA,NA,NA
1689,"nebraska","howard",268,76316,20,2553,58,1559,NA,NA,17,471
1690,"nebraska","jefferson",201,24761,9,-47,32,-47,1,-47,19,1154
1691,"nebraska","johnson",113,9528,6,5058,10,166,2,-47,7,326
1692,"nebraska","kearney",87,95439,2,-47,27,810,NA,NA,10,210
1693,"nebraska","keith",107,33339,7,106,12,260,2,-47,1,-47
1694,"nebraska","keyapaha",113,44184,NA,NA,5,106,NA,NA,1,-47
1695,"nebraska","kimball",112,18702,3,19,30,423,NA,NA,7,-47
1696,"nebraska","knox",457,116640,27,120220,47,-47,4,-47,26,1447
1697,"nebraska","lancaster",359,24796,13,9130,208,5570,16,1780730,40,924
1698,"nebraska","lincoln",494,305622,4,42,69,1306,1,-47,24,1259
1699,"nebraska","logan",58,27924,NA,NA,15,396,NA,NA,4,72
1700,"nebraska","loup",58,31620,2,-47,5,146,NA,NA,4,185
1701,"nebraska","mcpherson",100,53458,3,31,3,39,NA,NA,NA,NA
1702,"nebraska","madison",211,82112,24,43156,63,3113,9,-47,20,1402
1703,"nebraska","merrick",165,49563,2,-47,22,404,NA,NA,8,418
1704,"nebraska","morrill",246,160127,NA,NA,38,446,1,-47,13,431
1705,"nebraska","nance",146,18031,7,57049,13,190,NA,NA,9,105
1706,"nebraska","nemaha",83,4662,2,-47,18,449,1,-47,9,279
1707,"nebraska","nuckolls",158,42087,5,224,23,400,NA,NA,15,756
1708,"nebraska","otoe",233,9149,22,54004,69,1876,3,163,14,197
1709,"nebraska","pawnee",148,15737,6,60,16,517,1,-47,10,499
1710,"nebraska","perkins",82,35653,4,18601,11,383,3,410,7,825
1711,"nebraska","phelps",106,207473,3,-47,15,276,NA,NA,NA,NA
1712,"nebraska","pierce",213,50120,27,38764,26,620,3,240,6,-47
1713,"nebraska","platte",257,125056,67,573569,30,662,9,21281250,14,165
1714,"nebraska","polk",145,56770,17,37958,27,-47,3,-47,1,-47
1715,"nebraska","redwillow",124,53015,5,27812,24,611,NA,NA,6,39
1716,"nebraska","richardson",202,13256,15,25538,28,524,NA,NA,14,997
1717,"nebraska","rock",174,105901,2,-47,16,213,1,-47,1,-47
1718,"nebraska","saline",200,18653,22,35444,34,524,4,426,10,320
1719,"nebraska","sarpy",39,1073,1,-47,58,1219,NA,NA,18,174
1720,"nebraska","saunders",249,55262,8,3774,59,2089,5,5524450,15,955
1721,"nebraska","scottsbluff",263,83479,22,57820,80,1531,6,190,18,1201
1722,"nebraska","seward",281,35622,17,25607,75,1747,6,5995620,26,960
1723,"nebraska","sheridan",294,105776,3,123,32,694,NA,NA,2,-47
1724,"nebraska","sherman",182,43369,4,98,23,385,NA,NA,NA,NA
1725,"nebraska","sioux",201,91679,NA,NA,26,441,NA,NA,5,354
1726,"nebraska","stanton",186,31763,11,70935,37,-47,2,-47,7,520
1727,"nebraska","thayer",137,44561,4,2989,24,497,NA,NA,18,711
1728,"nebraska","thomas",83,34915,3,35100,10,224,NA,NA,NA,NA
1729,"nebraska","thurston",52,37338,NA,NA,16,373,NA,NA,4,100
1730,"nebraska","valley",156,73652,5,439,8,203,NA,NA,NA,NA
1731,"nebraska","washington",174,15904,37,29022,59,-47,17,-47,33,1592
1732,"nebraska","wayne",192,35095,13,29748,18,-47,NA,NA,8,408
1733,"nebraska","webster",155,88001,9,15229,14,630,1,-47,10,6933
1734,"nebraska","wheeler",87,100403,1,-47,10,72,2,-47,4,106
1735,"nebraska","york",132,38653,22,53542,27,502,2,-47,14,293
1737,"nevada","churchill",227,61993,8,-47,84,1618,2,-47,28,717
1738,"nevada","clark",56,2532,5,-47,29,920,2,-47,6,695
1739,"nevada","douglas",92,13072,NA,NA,46,1096,1,-47,35,507
1740,"nevada","elko",282,128070,17,104,81,1245,1,-47,46,20600
1741,"nevada","esmeralda",7,1126,NA,NA,3,38,NA,NA,NA,NA
1742,"nevada","eureka",55,19983,4,21,9,185,NA,NA,5,-47
1743,"nevada","humboldt",137,59243,11,37,42,823,3,44,30,8815
1744,"nevada","lander",43,16023,NA,NA,7,99,NA,NA,11,-47
1745,"nevada","lincoln",64,14031,2,-47,19,259,NA,NA,2,-47
1746,"nevada","lyon",85,40360,8,-47,54,1283,1,-47,27,13249
1747,"nevada","mineral",12,1820,NA,NA,5,-47,NA,NA,5,350
1748,"nevada","nye",58,23989,4,17,34,4934,1,-47,9,106
1749,"nevada","pershing",75,23826,3,58,22,533,NA,NA,11,256
1750,"nevada","storey",NA,NA,NA,NA,2,-47,2,-47,NA,NA
1751,"nevada","washoe",111,12859,5,18,63,1367,1,-47,22,-47
1752,"nevada","whitepine",74,19159,1,-47,36,843,NA,NA,41,12899
1753,"nevada","carsoncity",4,425,NA,NA,3,30,NA,NA,3,81
1755,"new hampshire","belknap",51,1749,14,186,50,2574,11,3840,35,571
1756,"new hampshire","carroll",58,1187,10,168,63,2278,9,610,11,110
1757,"new hampshire","cheshire",77,3583,24,385,114,9218,21,5771,56,1172
1758,"new hampshire","coos",67,5054,12,158,78,1514,8,1405,20,147
1759,"new hampshire","grafton",102,5208,31,669,118,-47,13,-47,53,763
1760,"new hampshire","hillsborough",105,1670,30,-47,135,9924,25,13305,98,1355
1761,"new hampshire","merrimack",118,3685,44,508,192,8483,29,4832,75,1410
1762,"new hampshire","rockingham",101,1681,22,465,169,-47,17,-47,60,882
1763,"new hampshire","strafford",46,1599,22,319,95,3228,13,864,41,1041
1764,"new hampshire","sullivan",64,4231,10,454,95,11622,1,-47,57,1303
1766,"new jersey","atlantic",26,165,10,528,93,3684,4,-47,10,246
1767,"new jersey","bergen",4,14,NA,NA,10,662,1,-47,4,20
1768,"new jersey","burlington",73,978,29,1006,195,12569,4,580,57,735
1769,"new jersey","camden",15,113,10,30,19,806,4,77,9,60
1770,"new jersey","capemay",14,207,4,800,29,783,NA,NA,12,258
1771,"new jersey","cumberland",45,1127,11,-47,80,-47,7,-47,9,125
1772,"new jersey","essex",NA,NA,NA,NA,NA,NA,NA,NA,2,-47
1773,"new jersey","gloucester",48,2047,22,1009,102,6323,16,228,37,1191
1774,"new jersey","hudson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1775,"new jersey","hunterdon",194,3417,48,357,430,18182,19,1623,212,2970
1776,"new jersey","mercer",25,632,9,355,61,2165,6,-47,42,1162
1777,"new jersey","middlesex",6,45,6,656,37,1319,4,2575,9,243
1778,"new jersey","monmouth",44,287,32,84,270,65226,11,399,75,1038
1779,"new jersey","morris",38,352,19,57,121,4100,4,123,59,1117
1780,"new jersey","ocean",8,532,14,324,46,2321,7,237,15,222
1781,"new jersey","passaic",3,16,9,19,48,3595,1,-47,9,37
1782,"new jersey","salem",123,6125,29,289,162,-47,8,1121,48,1128
1783,"new jersey","somerset",66,1556,3,-47,95,8786,5,-47,57,976
1784,"new jersey","sussex",160,4665,53,454,284,9889,26,11382,86,1204
1785,"new jersey","union",3,22,NA,NA,1,-47,NA,NA,1,-47
1786,"new jersey","warren",145,3252,24,223,213,-47,20,4222,88,1309
1788,"new mexico","bernalillo",190,3672,10,115,263,6577,18,547,119,1228
1789,"new mexico","catron",216,35250,6,22,37,609,NA,NA,12,114
1790,"new mexico","chaves",216,144617,9,41,65,1330,3,-47,42,24842
1791,"new mexico","cibola",325,15356,4,15,94,1129,3,-47,142,3337
1792,"new mexico","colfax",146,39316,8,27,29,489,NA,NA,9,340
1793,"new mexico","curry",248,243083,9,120,25,697,1,-47,14,406
1794,"new mexico","debaca",94,17719,1,-47,24,481,NA,NA,17,698
1795,"new mexico","donaana",167,41400,11,43,151,5989,5,-47,52,1421
1796,"new mexico","eddy",163,33286,7,151,29,614,4,350,20,888
1797,"new mexico","grant",210,27976,4,76,42,925,NA,NA,4,48
1798,"new mexico","guadalupe",186,20575,NA,NA,10,214,NA,NA,7,2304
1799,"new mexico","harding",108,23092,NA,NA,13,278,NA,NA,8,46
1800,"new mexico","hidalgo",97,18935,1,-47,24,344,1,-47,1,-47
1801,"new mexico","lea",216,100315,4,10,72,1688,5,74,29,1808
1802,"new mexico","lincoln",237,30556,4,13,61,932,NA,NA,13,226
1803,"new mexico","losalamos",2,NA,NA,NA,2,-47,NA,NA,NA,NA
1804,"new mexico","luna",82,37589,5,17,15,583,NA,NA,10,209
1805,"new mexico","mckinley",800,16343,76,180,220,1824,NA,NA,977,19933
1806,"new mexico","mora",248,13647,1,-47,33,702,NA,NA,19,243
1807,"new mexico","otero",192,20008,12,28,68,-47,5,54,13,192
1808,"new mexico","quay",236,41764,8,24,51,899,2,-47,28,2138
1809,"new mexico","rioarriba",544,17943,9,34,160,3368,8,466,78,4636
1810,"new mexico","roosevelt",264,156761,6,25,33,-47,1,-47,22,541
1811,"new mexico","sandoval",317,12978,10,82,123,2596,3,3,70,866
1812,"new mexico","sanjuan",963,14934,51,132,380,5421,6,115,945,18020
1813,"new mexico","sanmiguel",428,32141,14,130,95,1893,2,-47,24,252
1814,"new mexico","santafe",186,8111,13,109,124,3352,8,156,50,744
1815,"new mexico","sierra",130,14565,4,13,37,778,2,-47,5,17
1816,"new mexico","socorro",192,35328,15,26,49,888,NA,NA,33,732
1817,"new mexico","taos",223,NA,16,112,74,1513,NA,NA,48,660
1818,"new mexico","torrance",362,32755,21,96,80,1535,NA,NA,34,4112
1819,"new mexico","union",220,60012,1,-47,13,256,NA,NA,2,-47
1820,"new mexico","valencia",354,16228,23,73,169,5728,NA,NA,102,987
1822,"new york","albany",93,5764,19,132,116,3733,16,2317,29,942
1823,"new york","allegany",238,16172,29,131,129,3022,19,1566,55,1541
1824,"new york","bronx",NA,NA,NA,NA,1,-47,NA,NA,NA,NA
1825,"new york","broome",122,10644,8,147,88,2915,1,-47,14,274
1826,"new york","cattaraugus",336,35712,26,537,145,4012,19,1464,49,1083
1827,"new york","cayuga",254,82794,27,783,96,49801,12,4126,34,3017
1828,"new york","chautauqua",421,45350,72,437,182,6622,32,4212,38,1448
1829,"new york","chemung",104,7472,11,30,55,1994,7,213,15,524
1830,"new york","chenango",295,30208,36,364,117,4545,17,6747,48,1280
1831,"new york","clinton",192,47039,27,313,136,-47,18,1814,27,441
1832,"new york","columbia",118,14966,26,1053,91,141959,19,16068,34,1585
1833,"new york","cortland",160,26055,10,96,62,1124,3,-47,21,463
1834,"new york","delaware",240,19254,42,862,132,6893,24,19575,43,1734
1835,"new york","dutchess",127,5552,23,464,144,6865,13,12970,39,1049
1836,"new york","erie",226,24267,37,1111,163,-47,19,39175,38,612
1837,"new york","essex",75,2684,15,90,75,2376,10,1414,18,941
1838,"new york","franklin",206,32313,30,468,91,95414,8,2359,21,702
1839,"new york","fulton",63,1908,10,50,31,637,3,-47,2,-47
1840,"new york","genesee",167,62823,10,185,69,-47,10,944,12,1509
1841,"new york","greene",61,5109,5,115,60,-47,6,-47,9,115
1842,"new york","hamilton",2,NA,NA,NA,4,64,NA,NA,NA,NA
1843,"new york","herkimer",233,21431,37,586,98,16854,10,2810,33,5688
1844,"new york","jefferson",271,48315,27,227,119,2353,12,576,33,1109
1845,"new york","kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,"new york","lewis",249,48525,34,209,76,2685,7,1301,23,665
1847,"new york","livingston",214,55686,20,158,98,2539,10,271,44,10714
1848,"new york","madison",286,35174,27,209,112,2687,9,3877,23,995
1849,"new york","monroe",53,2922,3,-47,72,1857,4,-47,26,982
1850,"new york","montgomery",241,33222,52,473,131,9566,34,41515,38,1599
1851,"new york","nassau",NA,NA,1,-47,4,360,NA,NA,NA,NA
1852,"new york","newyork",NA,NA,NA,NA,6,109,NA,NA,NA,NA
1853,"new york","niagara",128,20152,38,300,109,4234,9,1478,24,511
1854,"new york","oneida",333,37804,37,449,205,7188,21,14074,41,2369
1855,"new york","onondaga",158,45071,25,114,81,-47,4,391,26,731
1856,"new york","ontario",257,59265,29,249,110,22596,14,719,28,589
1857,"new york","orange",98,4932,12,76,143,8900,21,1756,26,890
1858,"new york","orleans",88,7689,9,165,69,1621,9,-47,24,1422
1859,"new york","oswego",179,12861,32,194,131,3420,13,649,20,284
1860,"new york","otsego",320,13385,36,422,174,3791,19,14651,50,1490
1861,"new york","putnam",8,122,4,39,17,911,3,100,10,132
1862,"new york","queens",3,6,1,-47,3,600,NA,NA,3,8
1863,"new york","rensselaer",126,9862,20,619,135,10635,14,12587,36,1248
1864,"new york","richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,"new york","rockland",2,NA,NA,NA,3,116,NA,NA,NA,NA
1866,"new york","stlawrence",447,66278,66,363,204,5319,14,2264,59,1684
1867,"new york","saratoga",125,17508,14,63,135,-47,14,970,22,301
1868,"new york","schenectady",26,771,7,30,30,753,5,761,8,242
1869,"new york","schoharie",187,17148,31,295,124,3835,25,13698,55,1471
1870,"new york","schuyler",114,12995,16,1082,78,35157,9,3118,15,1127
1871,"new york","seneca",157,14434,20,8853,43,-47,8,71985,27,1477
1872,"new york","steuben",568,58696,73,7531,210,292829,36,3353,75,4103
1873,"new york","suffolk",13,255,15,201,63,6112,7,17165,11,430
1874,"new york","sullivan",80,3385,23,197,118,-47,21,-47,32,593
1875,"new york","tioga",195,19446,27,327,87,2876,13,2299,46,3156
1876,"new york","tompkins",91,26129,13,-47,69,2117,8,878,38,1052
1877,"new york","ulster",74,2962,16,185,88,4461,7,2399,18,559
1878,"new york","warren",15,113,11,48,32,1246,4,135,9,-47
1879,"new york","washington",292,61085,42,1357,143,17680,16,-47,63,1274
1880,"new york","wayne",203,27938,24,8827,125,-47,15,5350,28,724
1881,"new york","westchester",17,285,6,45,20,2380,NA,NA,7,463
1882,"new york","wyoming",298,93232,18,262,72,3807,13,2229,22,1302
1883,"new york","yates",344,25381,23,119,169,221353,19,2243,38,1639
1885,"north carolina","alamance",313,11760,24,170,90,259801,10,1325496,38,885
1886,"north carolina","alexander",259,20979,7,93,81,766425,64,32574024,11,356
1887,"north carolina","alleghany",200,20054,16,95,29,493,NA,NA,8,387
1888,"north carolina","anson",123,9072,11,54644,32,347344,66,50443510,7,165
1889,"north carolina","ashe",252,9152,12,107,67,1948,2,-47,29,435
1890,"north carolina","avery",47,783,11,22,29,1014,NA,NA,1,-47
1891,"north carolina","beaufort",19,637,3,21214,18,1035,2,-47,6,78
1892,"north carolina","bertie",5,239,4,-47,5,-47,73,38573708,NA,NA
1893,"north carolina","bladen",92,4358,57,688866,39,-47,40,24927016,1,-47
1894,"north carolina","brunswick",56,1676,17,55316,38,1769,8,126,5,79
1895,"north carolina","buncombe",434,14004,47,696,167,5001,9,-47,60,1026
1896,"north carolina","burke",184,5475,38,82,86,49585,29,8415522,7,104
1897,"north carolina","cabarrus",288,10084,80,4500,116,-47,25,1957126,32,544
1898,"north carolina","caldwell",187,4929,42,168,101,-47,8,4573000,20,121
1899,"north carolina","camden",8,184,NA,NA,18,296,NA,NA,1,-47
1900,"north carolina","carteret",22,392,1,-47,8,445,1,-47,NA,NA
1901,"north carolina","caswell",121,8813,20,100,54,223686,NA,NA,6,114
1902,"north carolina","catawba",275,11312,13,264,92,82887,35,7438510,24,541
1903,"north carolina","chatham",555,30497,28,935,166,248744,85,26831803,53,1792
1904,"north carolina","cherokee",107,6440,13,50,46,-47,NA,NA,21,342
1905,"north carolina","chowan",15,826,4,-47,4,118,5,1841105,8,174
1906,"north carolina","clay",99,4078,5,14,21,459,NA,NA,2,-47
1907,"north carolina","cleveland",414,21062,25,180,132,58461,51,22529904,33,1879
1908,"north carolina","columbus",100,5458,30,219662,37,1486,12,5018250,12,585
1909,"north carolina","craven",54,3332,30,54095,43,1674,11,1837,2,-47
1910,"north carolina","cumberland",85,2818,19,86251,59,1971,12,4259973,11,707
1911,"north carolina","currituck",14,NA,5,46,27,904,3,154,2,-47
1912,"north carolina","dare",2,NA,NA,NA,5,89,NA,NA,2,-47
1913,"north carolina","davidson",344,9343,33,213,124,236940,15,4979512,25,525
1914,"north carolina","davie",238,8671,14,71,57,-47,4,660,19,703
1915,"north carolina","duplin",288,21940,295,1884573,45,910329,127,105578798,5,202
1916,"north carolina","durham",48,3048,20,206,58,2659,2,-47,4,140
1917,"north carolina","edgecombe",26,5453,8,89435,18,-47,39,18214600,2,-47
1918,"north carolina","forsyth",117,2364,17,96,83,2707,7,6546,15,168
1919,"north carolina","franklin",160,10008,19,12736,105,87210,16,581145,19,520
1920,"north carolina","gaston",178,7309,15,88,73,1601,17,1703398,15,300
1921,"north carolina","gates",10,1469,14,20140,15,-47,28,12496513,NA,NA
1922,"north carolina","graham",26,299,5,104,18,389,NA,NA,8,66
1923,"north carolina","granville",156,7267,21,985,65,1911,6,254,16,484
1924,"north carolina","greene",32,2406,50,345275,5,210,15,7237200,3,150
1925,"north carolina","guilford",248,9980,5,3027,85,-47,6,46048,37,760
1926,"north carolina","halifax",46,6344,10,37024,16,200250,5,1850000,5,252
1927,"north carolina","harnett",185,4822,40,83539,89,2775,35,14168408,18,103
1928,"north carolina","haywood",266,10934,20,136,106,2378,NA,NA,66,1431
1929,"north carolina","henderson",96,2362,22,78,79,3664,2,-47,23,394
1930,"north carolina","hertford",6,242,5,41661,1,-47,17,5590936,NA,NA
1931,"north carolina","hoke",40,1535,19,80751,23,734,13,15589415,5,48
1932,"north carolina","hyde",5,251,NA,NA,1,-47,NA,NA,NA,NA
1933,"north carolina","iredell",489,40002,17,292,118,291759,21,3866113,55,1118
1934,"north carolina","jackson",71,2035,5,20,34,506,NA,NA,15,253
1935,"north carolina","johnston",327,9349,63,143851,120,2832,30,6919157,25,450
1936,"north carolina","jones",25,524,24,219878,7,137,14,12951030,4,24
1937,"north carolina","lee",88,2166,17,430,53,-47,16,5988006,11,397
1938,"north carolina","lenoir",61,4303,53,243415,22,90522,8,6948800,1,-47
1939,"north carolina","lincoln",236,14398,21,356,71,-47,24,9422820,18,512
1940,"north carolina","mcdowell",119,1590,19,192,50,-47,6,768000,4,59
1941,"north carolina","macon",158,3876,14,44,73,1632,NA,NA,23,297
1942,"north carolina","madison",239,5336,23,84,101,5875,NA,NA,38,535
1943,"north carolina","martin",17,578,4,-47,12,280,5,976000,1,-47
1944,"north carolina","mecklenburg",50,1529,4,44,29,942,4,1070,8,31
1945,"north carolina","mitchell",90,1810,13,87,55,880,NA,NA,15,124
1946,"north carolina","montgomery",91,6156,6,-47,20,-47,56,26301336,5,108
1947,"north carolina","moore",288,12032,42,-47,141,37980,70,27313590,45,469
1948,"north carolina","nash",105,4944,24,53770,38,-47,11,3545641,10,142
1949,"north carolina","newhanover",1,NA,NA,NA,17,397,NA,NA,4,76
1950,"north carolina","northampton",9,633,10,113103,14,1098,10,7319000,5,9
1951,"north carolina","onslow",84,1901,47,146056,64,2505,15,1570862,9,183
1952,"north carolina","orange",195,6271,32,439,138,200291,16,6246,50,1217
1953,"north carolina","pamlico",10,159,1,-47,8,174,NA,NA,NA,NA
1954,"north carolina","pasquotank",18,322,2,-47,6,136,1,-47,NA,NA
1955,"north carolina","pender",66,3047,59,254535,79,180810,10,9134708,8,248
1956,"north carolina","perquimans",13,318,5,-47,4,42,16,5987800,NA,NA
1957,"north carolina","person",106,6782,51,2313,55,1475,18,2620,14,216
1958,"north carolina","pitt",80,3373,44,258069,40,1180,13,15552654,15,463
1959,"north carolina","polk",94,2670,6,44,33,553,NA,NA,7,115
1960,"north carolina","randolph",650,43848,38,11882,168,917927,115,40541273,73,1293
1961,"north carolina","richmond",64,3746,17,45050,30,80701,73,44993577,9,118
1962,"north carolina","robeson",216,7818,41,331520,49,1480,69,52910342,12,165
1963,"north carolina","rockingham",303,10451,45,519,113,-47,15,188,22,547
1964,"north carolina","rowan",396,18196,27,-47,141,-47,17,3017878,35,1932
1965,"north carolina","rutherford",254,11553,25,141,119,94280,27,11991904,29,453
1966,"north carolina","sampson",207,19010,212,1854202,42,456007,113,85064871,11,215
1967,"north carolina","scotland",16,749,2,-47,5,160,33,22428195,NA,NA
1968,"north carolina","stanly",271,12760,16,359,68,1265,19,4031728,10,406
1969,"north carolina","stokes",272,11083,22,89,91,92413,1,-47,20,1481
1970,"north carolina","surry",413,17892,37,21437,136,767749,61,31938419,28,1109
1971,"north carolina","swain",22,254,5,65,14,219,NA,NA,2,-47
1972,"north carolina","transylvania",58,1039,5,52,27,1269,7,389,3,-47
1973,"north carolina","tyrrell",5,142,1,-47,1,-47,NA,NA,NA,NA
1974,"north carolina","union",374,17095,19,-47,115,-47,72,38568287,27,963
1975,"north carolina","vance",39,895,3,49,28,1021,5,806,11,138
1976,"north carolina","wake",146,3661,33,737,123,5171,12,3107,40,923
1977,"north carolina","warren",67,6820,11,19548,17,672,1,-47,8,206
1978,"north carolina","washington",16,584,7,-47,7,230,NA,NA,3,110
1979,"north carolina","watauga",182,5103,9,96,50,1462,NA,NA,30,526
1980,"north carolina","wayne",102,7148,64,417151,41,-47,20,8392150,8,358
1981,"north carolina","wilkes",472,34494,20,170,87,486561,104,54632667,20,875
1982,"north carolina","wilson",39,3222,13,-47,27,-47,2,-47,10,61
1983,"north carolina","yadkin",299,17264,10,-47,135,1747457,18,5024060,24,296
1984,"north carolina","yancey",122,3239,10,45,60,1714,5,267,24,344
1986,"north dakota","adams",130,32584,NA,NA,8,191,NA,NA,11,3576
1987,"north dakota","barnes",126,17223,3,25,21,420,4,52,11,576
1988,"north dakota","benson",109,22906,4,45,11,195,NA,NA,3,60
1989,"north dakota","billings",125,25096,3,116,16,254,3,3,NA,NA
1990,"north dakota","bottineau",135,16109,4,24134,22,486,2,-47,14,576
1991,"north dakota","bowman",146,38395,1,-47,6,112,NA,NA,15,5261
1992,"north dakota","burke",75,16327,2,-47,9,197,2,-47,13,698
1993,"north dakota","burleigh",272,68229,11,370,52,1045,8,1445,23,864
1994,"north dakota","cass",87,6118,2,-47,14,856,NA,NA,6,1327
1995,"north dakota","cavalier",26,786,1,-47,8,135,3,750,8,249
1996,"north dakota","dickey",112,41714,5,-47,16,483,NA,NA,32,4905
1997,"north dakota","divide",76,12137,1,-47,8,112,1,-47,NA,NA
1998,"north dakota","dunn",301,73982,1,-47,11,258,2,-47,11,569
1999,"north dakota","eddy",89,27130,1,-47,6,118,NA,NA,3,276
2000,"north dakota","emmons",237,72869,NA,NA,9,184,1,-47,4,285
2001,"north dakota","foster",58,17596,NA,NA,2,-47,NA,NA,4,-47
