StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_088,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_215,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_228,Category_229,Category_230,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
MD,24005,667198,0,0,22211,371311,190,0,285,73961,13521,0,14543,0,0,48515,0,92244,12198,11143,0,0,0,0,0,0,0,52074,244848,0,0,0,1201,837,81,0,0,11680,0,0,0,0,0,0,52,0,0,0,3072,0,1,25188,0,1576,1047,14888,21940,100,0,0,0,0,0,0,0,209080,0,2580911,1784536,1066217,438852,91806,4985478,152445,373618,78138,1697128,328175,141919,0,6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,20,0,8841,4736,0,0,0,0,12491,1312,0,0,283,0,82,0,0,0,0,0,0,0,0,33224,672171,0,34702,497062,49079,0,156891,11446,0,0
MD,24009,95572,674,0,1357,144111,582,0,821,600,0,0,5820,0,0,4853,0,25200,149,1537,933,0,0,0,0,591,0,3345,6376,0,0,0,415,0,527,0,445,2092,0,0,0,0,0,0,1692,0,0,0,2362,2208,0,1286,0,722,1,2801,1164,0,0,0,0,157,0,0,0,81977,0,798666,239763,79390,24705,2387,1716546,66977,1336740,1467,432398,415741,83987,0,0,0,0,0,86,0,0,0,0,1107,0,0,0,0,0,0,0,795,0,0,484,49,0,0,3972,0,0,0,0,7587,0,0,0,181,19,43,0,0,0,0,0,0,0,0,605,96124,674,8944,170116,6425,0,38124,1767,86,0
MD,24011,1573512,0,0,8871,1321596,5235,0,0,35929,0,0,1186,0,0,11058,0,656636,5328,1651,3225,0,0,0,0,0,0,17904,77178,0,0,1344,20310,18314,1773,0,2838,2365,20925,0,331,0,0,1682,3532,0,0,608,6,25212,6066,11964,288,7504,2377,6796,7694,889,0,0,0,0,126,0,0,114876,0,681760,163880,66604,18159,25226,314491,168757,48016,1937,162154,2559783,94393,0,3730,0,656,0,4585,0,0,0,0,0,0,2410,0,1399,11,0,300,739,0,0,644,0,36,2728,6681,0,0,0,0,6554,2642,0,0,1549,0,703,475,0,0,0,92,207,0,0,81622,1576798,0,15425,2061403,85450,0,674892,3200,4585,36
MD,24013,1031829,0,0,66145,899247,1024,0,87,110282,11167,0,20701,0,0,68791,0,138378,5991,19136,3423,928,0,0,0,0,0,133495,422979,0,0,0,48115,1736,2658,0,0,170,0,0,0,0,0,0,11,0,0,0,272,6797,0,109737,28151,9869,25037,9071,80940,218,0,0,0,0,0,0,0,101287,0,1225528,552601,191560,70795,56177,2879508,151641,407261,58117,2344263,53353,62894,0,24401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992,576,0,0,0,55999,1158,0,73002,27377,0,0,0,0,8024,18666,0,0,1146,0,66,0,0,0,0,0,0,0,0,84812,1107652,0,74169,1123583,124179,0,271192,21440,0,0
MD,24015,877616,0,0,44124,497449,9786,0,2208,7981,943,0,546,0,0,20272,0,230296,11627,3097,0,0,0,0,0,0,0,51290,217323,0,0,0,2978,2589,266,0,0,0,0,0,0,0,0,0,224,0,0,0,18853,5518,45821,77986,0,15977,585,13295,564,0,0,0,0,0,0,0,0,266563,0,784924,357495,195878,84926,159172,2569360,71590,627947,323844,1163949,176406,199460,0,6598,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20988,875,0,46738,10977,0,0,0,0,16326,5617,0,0,204,0,17656,0,0,0,0,0,0,0,0,40071,905096,0,60450,768020,46234,0,287882,4176,0,0
MD,24017,167748,3480,0,3995,361584,1801,0,1904,1304,0,0,201,0,0,18196,0,77249,2397,2268,2452,0,0,0,0,1356,0,6785,24083,0,0,0,3757,0,2114,0,3149,7472,0,0,0,0,0,0,7410,0,0,0,7416,8800,0,1316,0,1409,0,1712,867,0,0,0,0,420,0,0,0,2959708,0,1174870,538294,228190,63832,42302,4059884,388269,2290052,6869,974034,1179660,177131,0,0,0,0,0,89,0,0,0,0,2552,0,0,0,0,0,0,0,2474,0,0,160,91,0,0,1574,0,0,0,0,3056,7,0,0,2707,73,51,0,0,0,0,0,0,0,0,758,168079,3480,7051,442371,966,0,98661,5066,89,0
MD,24019,1262287,1648,0,44445,1488821,4824,0,46979,59859,0,0,10207,0,0,7667,0,411858,2440,446,322,0,0,0,0,473,0,12944,48822,0,0,0,9054,14993,16091,0,254,11255,51177,0,0,0,0,669,2752,0,0,0,162,28655,5666,75269,759,8639,2907,10133,1575,0,0,0,0,311,74,0,3,1052545,0,590067,204766,81103,29680,14530,16682,434932,53095,4074,93917,5352983,3071350,0,7864,0,0,0,3310,0,0,0,0,827,0,3022,0,0,0,0,0,2354,0,0,552,39,0,81,5128,0,0,0,0,9504,2653,0,0,163,5,63,0,0,0,0,0,0,0,0,35491,1265536,1648,53949,1936338,48351,0,429581,648,3310,0
MD,24021,1194065,0,0,50576,1084387,2318,0,0,39329,0,0,27264,0,4,94556,0,263607,14062,17140,7596,1608,0,0,0,0,0,180873,415967,0,0,0,49101,4761,5658,0,0,11,0,0,0,0,0,0,9,0,0,0,1,39624,0,33735,25670,4512,29790,17672,98840,34,0,0,0,0,0,0,0,199636,0,1322654,797257,494871,173221,127880,5163059,157344,695374,56466,3726554,116583,88514,0,13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4629,5046,0,0,0,113301,16486,0,135526,29825,0,0,0,0,11308,57556,0,0,6941,0,0,0,0,0,0,0,0,0,0,70929,1381408,0,61884,1425864,155749,0,482772,40567,0,0
MD,24023,191171,0,0,1010,38744,1032,0,0,1026,0,0,2466,0,0,6577,0,90,810,19677,26,874,0,0,0,0,0,961,841,0,0,0,0,129,24,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1891,0,3003,0,0,4,0,180,0,0,0,0,0,0,0,325,264732,0,819491,119209,73279,18672,21059,11037796,159751,1427498,75,2765994,8579,1986,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,126,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191795,0,1010,38834,2484,0,7273,19677,0,0
MD,24025,625245,0,0,37059,386719,1472,0,1573,38005,4036,0,4559,0,0,21772,0,98314,6116,11884,0,0,0,0,0,0,0,47918,159021,0,0,0,7478,3764,880,0,0,20477,0,0,0,0,0,0,358,0,0,0,67147,0,18,50616,0,19842,7467,10020,3074,8,0,0,0,0,0,0,0,229339,0,1451989,749400,361230,124893,75484,3632542,62700,367112,59211,1576888,603304,387036,0,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,27613,0,47440,8725,0,0,0,0,16497,2763,0,0,70878,0,43897,0,0,0,0,0,0,0,0,29855,659053,0,53556,585766,37177,0,140015,110375,0,0
MD,24027,193823,0,0,1917,144951,314,0,0,7756,2175,0,545,0,0,6923,0,28069,5819,1346,272,0,0,0,0,0,0,3903,25294,0,0,0,306,0,211,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1688,0,4281,12,286,206,208,1870,22,0,0,0,0,0,0,0,46664,0,1296459,782716,410151,135031,9556,2158112,26068,68465,7564,1154130,10276,6357,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,160,4,0,2817,1038,0,0,0,0,4335,290,0,0,2,0,5,0,0,0,0,0,0,0,0,7655,194277,0,6252,180677,8490,0,39487,1352,0,0
MD,24029,1564277,0,0,100776,1015396,30274,0,0,21440,0,0,14986,0,0,40768,0,525446,1990,0,0,0,0,0,0,0,0,85152,161097,0,0,0,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75082,6343,71627,103349,0,10541,0,12916,0,0,0,0,0,0,0,0,258,144902,0,268382,86389,47270,15029,79579,776146,134877,176338,147241,307646,790977,293481,0,1074,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24376,0,0,20333,7641,0,0,0,0,20549,993,0,0,0,0,14138,0,0,0,0,0,0,0,0,153709,1589646,0,121325,1694551,169688,0,611139,0,0,0
MD,24031,356368,0,0,8662,312619,356,0,0,7112,4,0,1139,0,6,35979,0,102452,592,1126,1869,2,0,0,0,0,0,3032,22513,0,0,0,4032,132,801,0,0,37,0,0,0,0,0,0,133,0,0,0,0,14384,0,13964,2719,1367,4528,2230,11873,0,0,0,0,0,0,0,0,293699,0,2819225,1807132,767987,252834,21588,3991525,47671,160476,10504,1978471,35117,11474,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,288,0,0,0,710,510,0,508,6263,0,0,0,0,5304,590,0,0,82,0,318,0,0,0,0,0,0,0,0,5902,358178,0,13966,421055,7631,0,144445,1718,0,0
MD,24033,65951,600,0,2066,152115,251,0,392,1774,3,0,1321,0,0,7329,0,13200,717,2800,2687,0,0,0,0,363,0,847,17530,0,0,0,1575,0,444,0,2507,2048,0,0,0,0,0,0,2657,0,0,0,2508,15212,0,5090,4,112,44,150,54,0,0,0,0,73,0,0,0,315655,0,2031927,2275998,1156807,442115,101661,4139461,120281,489456,25749,948048,379006,136676,0,1,0,0,0,11,0,0,0,0,760,0,0,0,0,0,0,0,755,0,0,1190,9,0,48,522,0,0,0,0,590,1418,0,0,1204,2,36,0,0,0,0,0,0,0,0,482,68570,600,2656,167003,3221,0,22309,4013,11,0
MD,24035,1903168,0,0,106068,1559160,47880,0,0,32235,0,0,482,0,0,30241,0,488245,289,286,639,0,0,0,0,0,0,57300,105236,0,0,253,11773,207,49,0,571,14,303,0,25,0,0,65,214,0,0,178,51424,46247,68986,121423,0,22539,43,35625,1444,61,0,0,0,0,0,0,171,125558,0,593561,221472,133958,38725,72872,718959,253332,153411,155850,449904,1698825,260825,0,1022,0,201,0,422,0,0,0,0,0,0,165,0,296,11,0,14,144,0,0,12527,0,1,14679,19492,0,0,0,0,14591,679,0,0,162,0,23270,72,0,0,0,9,27,0,0,42742,1916374,0,120659,2090309,43903,0,545604,448,422,1
MD,24037,365323,4516,0,3552,474279,1701,0,4506,2214,0,0,12986,0,0,10859,0,129365,2040,4362,3609,0,0,0,0,1199,0,19488,29741,0,0,0,1292,0,4266,0,3850,15910,0,0,0,0,0,0,8834,0,0,0,3416,8090,0,2687,0,8106,0,20622,4089,0,0,0,0,1634,0,0,0,198453,0,1111650,380369,158608,54153,12764,1415179,508783,2495397,8713,734956,1088938,105056,0,0,0,0,0,25,0,0,0,0,1945,0,0,0,0,0,0,0,1264,0,0,234,652,0,0,1017,0,0,0,0,5524,0,0,0,2564,209,384,0,0,0,0,0,0,0,0,7149,366418,4516,9076,613566,20135,0,145982,7578,25,0
MD,24039,506821,0,0,3363,578449,3369,0,0,1030,0,0,143,0,0,308,0,212395,151,0,60,0,0,0,0,0,0,5026,56034,0,0,0,691,1014,552,0,0,1276,1113,0,0,0,0,76,1345,0,0,0,0,11873,3889,687,207,8542,1779,4545,1588,11,0,0,0,0,27,0,2,215477,0,405498,114952,54127,14894,11656,1073,247513,7349,508,20773,3859199,1715020,0,3451,0,0,0,706,0,0,0,0,0,0,4497,0,0,0,0,0,480,0,0,121,0,0,29,726,0,0,0,0,3795,32,0,0,91,0,0,0,0,0,0,0,0,0,0,16021,506974,0,7158,806956,16196,0,216619,91,706,0
MD,24041,1172326,4257,0,39491,1094137,28927,0,3894,17760,0,0,3507,0,0,23412,0,424244,1346,916,951,0,0,0,0,487,0,27582,45090,0,0,126,2112,1012,3991,0,490,3557,1428,0,41,0,0,387,2113,0,0,90,24217,31733,6986,19230,160,13889,548,23414,2651,53,0,0,0,223,62,0,1,205346,0,665571,194865,86175,25927,25080,189043,349621,200345,36679,219007,1550882,203345,0,1182,0,16,0,518,0,0,0,0,54,0,223,0,16,0,0,23,293,0,0,348,14,8,1874,1638,0,0,0,0,6129,285,0,0,1873,8,4026,1,0,0,0,3,5,0,0,57746,1172981,4257,45620,1578008,61538,0,454133,2803,518,8
MD,24043,747887,0,0,37573,468012,572,0,0,40777,0,0,16390,781,946,45480,0,180220,5511,850,1243,0,0,0,0,0,0,94180,26748,0,0,0,4,1,3110,0,0,6438,0,0,0,0,0,0,2053,0,0,0,808,6445,0,1969,6,8043,17111,47,10,0,0,0,0,0,36,0,0,275956,0,720427,715644,237970,151366,83756,4425670,87544,515178,872,2690451,6175,5777,0,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,15813,66889,0,194338,6376,0,0,0,0,13264,50304,0,0,5451,0,1410,0,0,0,0,0,0,0,0,124402,880893,0,50837,778085,191096,781,254777,73190,0,0
MD,24045,944065,0,0,9229,970922,4333,0,0,4195,0,0,133,0,0,346,0,83616,1453,0,39,0,0,0,0,0,0,13760,115525,0,0,0,3502,8772,2349,0,0,6479,32043,0,0,0,0,559,5050,0,0,0,0,62050,7694,5246,645,6143,10891,1345,8035,13,0,0,0,0,15,0,0,166416,0,954511,412407,176914,82869,26047,5027,618677,41065,1944,57505,4412394,542459,0,11867,0,0,0,4211,0,0,0,0,0,0,7421,0,0,0,0,0,9421,0,0,6585,0,0,297,9874,0,0,0,0,19003,71,0,0,341,0,0,0,0,0,0,0,0,0,0,16672,950721,0,28232,1071551,16876,0,109550,341,4211,0
MD,24047,1323502,0,0,432,1228219,5716,0,0,1205,0,0,324,0,0,125,0,245569,129,0,171,0,0,0,0,0,0,6449,85556,0,0,0,3840,17630,1187,0,0,2130,1872,0,0,0,0,254,2909,0,0,0,0,17966,4755,1406,218,7930,3904,2479,5064,8,0,0,0,0,37,0,0,208435,0,721476,250395,161612,98107,118938,6794,498602,30298,773,30990,6503106,628144,0,2338,0,0,0,1181,0,0,0,0,0,0,5359,0,0,0,0,0,1793,0,0,64,0,0,160,1230,0,0,0,0,4362,56,0,0,139,0,0,0,0,0,0,0,0,0,0,17038,1323622,0,4794,1490965,17418,0,250120,139,1181,0
MD,24510,7,0,0,4,16,0,0,0,1363,0,0,373,0,0,326,0,182,273,143,0,0,0,0,0,0,0,205,664,0,0,0,0,0,0,0,0,2678,0,0,0,0,0,0,0,0,0,0,171,0,0,34,0,9,0,84,1,0,0,0,0,0,0,0,0,6896,0,337612,519882,587034,507771,7004,92036,1260,15857,1037,13139,5411,3580,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,321,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,9,0,13,880,1055,0,519,143,0,0
MA,25001,344,0,0,208,0,1614,0,0,1376,0,0,0,0,131,0,0,0,317,0,0,0,0,0,0,0,0,261,1143,0,0,0,234,42,65,0,0,1783,0,0,0,0,0,11,0,0,1,0,0,600,0,6334,0,328,714,932,288,144,0,0,0,0,0,0,339,666912,0,992657,2031716,1340983,230675,433535,356824,1600876,1746293,52073,280221,311988,640311,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,248,60,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,7,0,10,11445,0,344,0,208,0,0,0,0,0,0,0
MA,25003,114648,0,0,76,3129,785,0,574,715,276,0,44,0,84,527,0,19,1429,418,76,0,0,0,0,0,0,14885,9430,0,0,0,376,842,102,0,97,1784,0,0,1036,0,0,0,143,0,0,274,87,1957,0,1819,160,223,229,2,113,96,0,0,0,35,586,0,0,410745,0,1163310,649393,351455,105956,38732,10115366,989975,7829234,663,1480612,1156259,56328,0,234,108,325,0,0,0,0,0,0,157,0,0,0,0,8,0,1660,343,0,0,0,0,351,204,263,0,0,0,0,0,52,0,0,0,0,322,11,0,0,0,0,0,71,0,0,114700,0,76,3148,96,0,546,418,0,351
MA,25005,42942,0,0,5534,21,335,0,950,14141,29,0,12,0,396,3,0,0,1883,24,0,0,0,0,0,0,0,14153,70790,0,0,0,869,614,302,0,11,4680,0,0,0,0,0,39,12,0,91,11,0,1517,0,4942,5,3209,3584,11414,1545,708,0,0,0,0,49,0,8,671567,0,1315142,1670532,1700089,642658,81677,2028680,896313,2168941,1038,653888,2846973,180383,0,0,4,0,0,0,0,0,0,0,0,0,231,0,0,0,0,809,6080,0,0,0,0,0,0,2381,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,0,852,0,649,21376,0,42942,0,5534,21,12,0,3,24,0,0
MA,25007,375,0,0,133,0,77,0,0,1372,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,99,28080,0,0,0,2,58,0,0,0,1958,0,0,0,0,0,1,0,0,0,0,0,43,0,13404,0,32,291,186,7,204,0,0,0,0,0,0,1894,178166,0,271642,190254,59390,16771,122342,1002765,148639,164143,216484,232965,96565,87430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,375,0,133,0,0,0,0,0,0,0
MA,25009,18607,0,0,546,12,0,0,0,7018,1898,0,0,0,0,0,0,0,0,3526,0,0,0,0,0,0,0,4493,923,0,0,0,0,2,3,0,0,6355,0,0,0,0,0,0,0,0,0,0,0,6,0,423,242,382,3069,314,4440,1,0,0,0,0,0,0,2,505572,0,1068591,1662987,2100537,720985,78296,1810778,716862,1497691,3323,629749,1705383,819571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,417,0,0,0,0,0,0,4514,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,353,0,0,18607,0,546,12,0,0,0,3526,0,0
MA,25011,89466,0,0,1639,821,337,0,18516,11917,2759,0,1876,0,2,1410,0,243,926,3388,185,0,0,0,0,0,0,12925,6173,0,0,0,44,50334,735,0,3771,2382,0,0,3701,0,0,0,1826,0,0,6119,154,8759,0,6086,9,2481,2718,1,188,0,0,0,0,63,741,0,0,596838,0,722949,454027,237857,56076,39159,4805146,2884228,7117867,3714,1160106,367939,44958,0,257,6125,0,0,0,0,0,0,0,150,0,312,0,0,61,281,3168,6943,0,0,0,0,1458,1878,10182,0,0,0,0,0,149,0,0,0,0,2423,1165,0,0,0,0,0,1511,0,0,89615,0,1639,1064,2025,0,1653,3388,0,1458
MA,25013,32280,0,0,290,5971,1223,0,24543,3205,287,0,698,0,32,119,25,8,2044,698,90,0,0,0,0,0,0,3747,5863,0,0,0,356,2699,631,0,670,1826,0,0,1645,0,0,0,560,0,0,282,32,565,0,11,278,173,684,178,56,441,0,0,0,0,300,0,0,390833,0,1479793,1294160,1060762,365226,48416,6078177,435965,3879202,1558,569842,685512,26199,0,248,461,308,0,0,0,0,0,0,9,0,135,0,0,34,0,3409,1579,0,0,0,0,260,0,6124,0,0,0,0,0,761,0,0,0,0,1208,43,0,0,0,0,0,282,0,0,33041,0,290,5979,1459,0,127,698,0,260
MA,25015,100096,0,0,1598,3182,1091,0,26428,19942,1398,0,1827,0,42,362,12,57,2736,1859,722,0,0,0,0,0,0,5050,8967,0,0,0,914,65096,203,0,5887,2314,0,0,7667,0,0,0,1065,0,0,2405,11,1534,0,1244,103,545,802,180,127,74,0,0,0,70,262,0,0,417172,0,855292,612798,312270,76986,23217,5035863,802743,4184311,310,886124,597227,23407,0,217,5714,1492,0,0,0,0,0,0,72,0,19,0,0,148,0,7364,11043,0,0,0,0,2355,0,2345,0,0,0,0,0,0,0,0,0,0,671,981,0,0,0,0,0,33,0,0,100096,0,1598,3239,1827,0,419,1859,0,2355
MA,25017,16089,0,0,1492,814,153,0,1430,6295,987,0,2229,0,8,0,14,0,521,1292,0,0,0,0,0,0,0,2347,1842,0,0,0,106,588,641,0,175,12309,0,0,53,0,0,10,1093,0,0,319,0,1346,0,1944,436,3128,5074,235,1156,182,0,0,0,0,57,0,0,578162,0,2417795,3176596,3691425,1363647,63543,2914759,1775284,2972386,5544,707053,2078047,121041,0,0,151,0,0,0,0,0,0,0,43,0,513,0,0,15,0,141,1718,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,4,0,28,0,0,16089,0,1492,814,2229,0,0,1292,0,0
MA,25019,50,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,383,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,0,0,0,85,0,271,0,0,0,0,0,0,5923,232704,0,113287,108292,70554,26518,104705,269589,76188,54627,118441,85763,100912,73902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
MA,25021,944,0,0,766,8,162,0,120,2670,5,0,5,0,74,5,8,0,749,78,0,0,0,0,0,0,0,411,4763,0,0,0,233,163,49,0,17,2541,0,0,20,0,0,9,11,0,1,17,0,1623,0,132,15,419,1859,485,135,757,0,0,0,0,33,0,0,236876,0,1332496,1633254,1955148,614380,41156,1418577,405454,1296474,418,216293,1328819,83700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1107,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,33,0,46,6,0,944,0,766,8,5,0,5,78,0,0
MA,25023,6466,0,0,2555,0,2505,0,0,9951,0,0,0,0,1730,0,0,0,3159,0,0,0,0,0,0,0,0,4435,42897,0,0,0,1857,350,957,0,0,8414,0,0,0,0,0,240,0,0,171,0,0,6787,0,3352,0,1947,4462,2825,830,339,0,0,0,0,5,0,5,848510,0,1663955,2254838,1649405,424733,197926,581403,2966950,2826193,14618,732878,2855452,469475,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,2492,1658,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,3065,0,79,298492,0,6466,0,2555,0,0,0,0,0,0,0
MA,25025,26,0,0,53,0,0,0,0,59,5,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,18,83,0,0,0,8,14,18,0,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,47,2,62,28,12,52,74,0,0,0,0,0,0,0,40345,0,58095,113585,474380,736477,6460,39063,1926,15827,22,10070,17961,34577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,5,0,26,0,53,0,0,0,0,0,0,0
MA,25027,61273,0,0,301,6322,695,0,1350,4505,190,0,1182,0,0,846,121,0,1188,598,0,0,0,0,0,0,0,3145,61031,0,0,0,37,1188,2302,0,517,6705,0,0,744,0,0,0,2950,0,0,475,0,1446,0,1019,380,2032,1905,594,865,562,0,0,0,0,450,0,0,1657890,0,2866473,2607251,2366492,651813,196510,12175601,3429412,9488552,11561,1928835,3182638,162780,0,156,151,0,0,0,0,0,0,0,606,0,1166,0,1,722,0,237,1262,0,0,0,0,2,0,1014,0,0,0,0,0,18,0,0,0,0,799,0,0,0,0,0,0,518,0,0,61291,0,301,6322,1200,0,846,598,0,2
MI,26001,135988,0,0,991,151831,0,0,0,480,0,0,609,0,0,38545,0,0,1310,6410,43,0,0,0,0,0,0,222436,193824,0,0,256,84372,0,0,0,0,0,0,0,4389,0,0,0,0,0,0,0,32175,0,0,17245,0,0,680,0,0,0,0,0,0,0,0,0,0,498033,0,710882,219794,29092,5514,23512,6370042,1922682,1575820,61943,972812,4655040,47369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135988,0,991,151831,609,0,38545,6410,0,0
MI,26003,50903,0,0,1055,4052,0,0,0,0,0,0,494,0,0,0,0,0,977,6942,271,0,0,0,0,0,0,158921,94917,0,0,961,0,513,21,0,0,0,0,0,0,0,0,882,0,0,0,0,12586,7,0,1472,0,0,0,0,716,0,0,0,0,0,0,0,0,478096,0,788322,203026,32639,12985,130556,9030235,2506397,4816703,441220,665547,4769046,48473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50903,0,1055,4052,494,0,0,6942,0,0
MI,26005,3595564,0,0,2154,2041764,8590,0,0,24214,3195,366,2931,0,0,184467,0,94,18633,15366,5488,404,66,0,0,0,0,550261,132996,0,41,2354,19084,37243,541,0,0,8226,4,5126,118168,0,0,1519,119,0,86,2182,8769,2199,0,65198,6563,30068,34854,17961,517,7866,0,0,0,0,2160,0,0,352212,0,1332704,1041756,394494,127822,131268,5551527,170195,322160,8857,1856281,3389633,57643,0,8134,0,38,0,0,0,0,0,0,0,0,1,0,0,0,3011,0,18792,0,0,2996,0,0,2266,1128,0,0,0,0,0,0,0,0,0,0,66341,0,0,2788,0,18218,0,0,0,0,3598560,0,2154,2041858,2931,0,187557,15366,0,0
MI,26007,356558,0,0,4711,546965,601,0,0,1140,0,0,2948,0,0,82253,0,0,9193,56729,4480,0,0,0,0,0,0,410361,120200,0,0,8484,133288,4903,0,0,0,0,0,0,3466,0,0,0,0,0,0,0,20772,0,0,28367,0,0,900,0,0,0,0,0,0,0,0,0,0,498855,0,510488,367262,130603,57695,115937,2069368,392885,646325,40358,961428,7655200,115218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356558,0,4711,546965,2948,0,82253,56729,0,0
MI,26009,137851,0,0,27981,33803,2852,0,0,199,0,0,980,0,0,38327,0,0,12412,20497,0,0,0,0,0,0,0,180597,159772,0,53,0,15486,59477,2297,0,0,8,0,0,0,0,0,0,0,0,0,124,1013,0,0,7342,257728,4122,13666,8829,3384,0,0,0,0,0,3957,0,0,1258401,0,713720,299344,63873,12228,77909,5971815,664913,264569,82664,1885266,1295408,11044,0,90,369,0,1,0,0,0,0,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137851,0,27981,33803,980,0,38327,20497,0,0
MI,26011,765030,0,0,3478,1021849,410,0,0,484,4,0,1640,0,0,192123,3,0,2314,14317,0,589,0,0,0,0,0,143717,26858,0,0,46082,149349,182,461,0,0,2512,0,0,32140,0,0,0,0,0,0,0,1182,242,1751,52845,0,0,237,0,607,546,0,0,0,0,0,0,0,35867,0,327912,370341,91320,18552,11416,1202189,269817,385727,9340,548292,3642206,144046,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,148,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765030,0,3478,1021849,1640,0,192123,14317,0,0
