st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
Nebraska_Kearney,Nebraska_Kearney,31099, ,N,10419,N, ,N, ,N,1146.09,55895,N,2604,Y,9237,N, ,N, ,N,53566,43920,N,2966,Y,5250,N, ,N, ,N,43112,31889,Y,1732,Y,3000,N,,N,,N,30643,4,76685,n,1,1721.909091,y,,,,,,,,,,69517.05545
Nebraska_Keith,Nebraska_Keith,31101, ,N,2405,Y, ,N, ,N,264.55,23397,N, ,N, ,N, ,N, ,N,20524,15762,N, ,N,14382,Y, ,N, ,N,15408,18566,N,,N,,N,,N,,N,16286,4,24840,n,,,,,,,,,,,,,21784.68
Nebraska_Keya Paha,Nebraska_KeyaPaha,31103, ,N, ,N, ,N, ,N,0,4185,N, ,N, ,N, ,N, ,N,3671,6119,Y, ,N, ,N, ,N, ,N,5368,7972,Y,,N,,N,,N,,N,6993,,,,,,,,,,,,,,,,0
Nebraska_Kimball,Nebraska_Kimball,31105, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nebraska_Knox,Nebraska_Knox,31107, ,N,55832,N, ,N,1146378,Y,10727.032,21029,N, ,N,45879,N, ,N,873659,Y,26988,24520,N, ,N,54656,N, ,N,776673,Y,30629,26440,N,,N,59604,N,,N,903542,Y,33364,8,37212,n,2,3443.818182,y,17,59123,n,,,,1,891876.25,y,47234.57991
Nebraska_Lancaster,Nebraska_Lancaster,31109, ,N,17931,N, ,N, ,N,1972.41, ,N,1302,Y,10938,N, ,N, ,N,2962, ,N,1483,Y,7222,N, ,N, ,N,2798,,N,1732,Y,11120,N,,N,,N,3563,,,,1,1721.909091,y,5,21336,n,1,211636.3636,y,,,,5076.870455
Nebraska_Lincoln,Nebraska_Lincoln,31111, ,N,11058,N, ,N, ,N,1216.38,79594,N, ,N,5864,N, ,N, ,N,70464,93456,N, ,N,28765,Y, ,N, ,N,85143,134633,N,,N,,N,,N,,N,118099,17,163253,n,,,,,,,,,,,,,143172.881
Nebraska_Logan,Nebraska_Logan,31113, ,N, ,N, ,N, ,N,0,5656,Y, ,N, ,N, ,N, ,N,4961,6119,Y, ,N, ,N, ,N, ,N,5368,7972,Y,,N,,N,,N,,N,6993,2,15493.35593,y,,,,,,,,,,,,,13587.67315
Nebraska_Loup,Nebraska_Loup,31115, ,N, ,N, ,N, ,N,0,3900,N, ,N, ,N, ,N, ,N,3421,12238,Y, ,N, ,N, ,N, ,N,10735,7972,Y,,N,,N,,N,,N,6993,,,,,,,,,,,,,,,,0
Nebraska_Madison,Nebraska_Madison,31119, ,N,25798,N, ,N, ,N,2837.78,28301,N,1302,Y,9754,N, ,N, ,N,27657,32738,N,1483,Y,8651,N, ,N, ,N,31674,46720,N,1732,Y,11300,N,,N,,N,44566,7,33838,n,3,1850,n,6,13000,n,,,,,,,33538.676
Nebraska_McPherson,Nebraska_McPherson,31117, ,N, ,N, ,N, ,N,0,5656,Y, ,N, ,N, ,N, ,N,4961,12238,Y, ,N, ,N, ,N, ,N,10735,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nebraska_Merrick,Nebraska_Merrick,31121, ,N,21788,N, ,N, ,N,2396.68,11312,Y, ,N,19069,N, ,N, ,N,12021,12238,Y, ,N,45088,N, ,N, ,N,15695,15944,Y,,N,28138,N,,N,,N,17082,5,26741,n,,,,1,18692.66667,y,,,,,,,25508.05033
Nebraska_Morrill,Nebraska_Morrill,31123, ,N, ,N, ,N, ,N,0,86005,N, ,N, ,N, ,N, ,N,75443,103510,N, ,N, ,N, ,N, ,N,90798,82376,N,,N,,N,,N,,N,72260,23,93413,n,,,,,,,,,,,,,81923.201
Nebraska_Nance,Nebraska_Nance,31125, ,N,25321,N, ,N, ,N,2785.31,5800,N, ,N,29645,Y, ,N, ,N,8349,6375,N, ,N,28765,Y, ,N, ,N,8756,15944,Y,,N,64608,N,,N,,N,21094,6,8852,n,,,,3,63390,n,,,,,,,14736.104
Nebraska_Nemaha,Nebraska_Nemaha,31127, ,N,43950,N, ,N, ,N,4834.5,5656,Y, ,N,27970,N, ,N, ,N,8038,12238,Y, ,N,8000,N, ,N, ,N,11615,,N,,N,54159,Y,,N,,N,5958,,,,,,,4,5400,n,,,,,,,594
Nebraska_Nuckolls,Nebraska_Nuckolls,31129, ,N,11029,N, ,N, ,N,1213.19,5656,Y, ,N,6444,N, ,N, ,N,5670,6119,Y, ,N,11195,N, ,N, ,N,6600,7972,Y,,N,43327,Y,,N,,N,11760,1,7746.677966,y,,,,2,37385.33333,y,,,,,,,10906.22324
Nebraska_Otoe,Nebraska_Otoe,31131, ,N,35056,N, ,N, ,N,3856.16, ,N, ,N,38294,N, ,N, ,N,4213, ,N, ,N,33403,N, ,N, ,N,3675,,N,,N,42983,N,,N,,N,4729,,,,,,,8,40323,n,,,,,,,4435.53
Nebraska_Pawnee,Nebraska_Pawnee,31133, ,N,7375,N, ,N, ,N,811.25, ,N, ,N,7856,N, ,N, ,N,864,6119,Y, ,N,10198,N, ,N, ,N,6490,,N,,N,6086,N,,N,,N,670,,,,,,,,,,,,,,,,0
Nebraska_Perkins,Nebraska_Perkins,31135, ,N, ,N, ,N, ,N,0,11312,Y, ,N,9882,Y, ,N, ,N,11010,12238,Y, ,N,14382,Y, ,N, ,N,12317,15944,Y,,N,10832,Y,,N,,N,15178,3,8302,n,,,,1,18692.66667,y,,,,,,,9337.047333
Nebraska_Phelps,Nebraska_Phelps,31137, ,N,19461,N, ,N, ,N,2140.71,129948,N, ,N,19763,Y, ,N, ,N,116163,147024,N, ,N,14382,Y, ,N, ,N,130550,136052,N,,N,10832,Y,,N,,N,120535,20,163882,n,,,,1,18692.66667,y,,,,,,,145780.7073
Nebraska_Pierce,Nebraska_Pierce,31139, ,N,37542,N, ,N, ,N,4129.62,26401,N, ,N,41464,N, ,N, ,N,27720,23854,N, ,N,33211,N, ,N,776673,Y,27686,14200,N,,N,36235,N,,N,903542,Y,20057,17,26702,n,,,,13,30080,n,,,,,,,26726.454
Nebraska_Platte,Nebraska_Platte,31141, ,N,100947,N, ,N, ,N,11104.17,38505,N, ,N,153957,N, ,N, ,N,50713,72465,N,1483,Y,323277,N, ,N, ,N,101134,67431,N,1732,Y,292852,N,,N,,N,93707,35,91712,n,1,1721.909091,y,54,587458,n,,,,,,,147316.1145
Nebraska_Polk,Nebraska_Polk,31143, ,N,32229,N, ,N, ,N,3545.19,28535,N,1302,Y,39321,N, ,N,1747318,Y,38105,35688,N,1483,Y,57929,N, ,N,1553347,Y,45895,28960,N,1732,Y,48051,N,,N,903542,Y,36644,16,41154,n,1,1721.909091,y,11,69999,n,,,,1,891876.25,y,49623.76345
Nebraska_Red Willow,Nebraska_RedWillow,31145, ,N,4810,Y, ,N, ,N,529.1,16968,Y,2604,Y,6608,N, ,N, ,N,19130,23440,N,2966,Y,12125,N, ,N, ,N,25903,23916,Y,1732,Y,21664,Y,,N,,N,25703,3,19850,n,2,3443.818182,y,3,56078,y,,,,,,,28105.65091
Nebraska_Richardson,Nebraska_Richardson,31147, ,N,13239,N, ,N, ,N,1456.29,5656,Y, ,N,9520,N, ,N, ,N,6008,12238,Y, ,N,14234,N, ,N, ,N,12301,,N,,N,23500,N,,N,,N,2585,,,,,,,3,56078,y,,,,,,,6168.58
Nebraska_Rock,Nebraska_Rock,31149, ,N, ,N, ,N, ,N,0,11312,Y, ,N, ,N, ,N, ,N,9923,6119,Y, ,N, ,N, ,N, ,N,5368,15944,Y,,N,,N,,N,,N,13986,2,15493.35593,y,,,,,,,,,,,,,13587.67315
Nebraska_Saline,Nebraska_Saline,31151, ,N,24181,N, ,N, ,N,2659.91,5656,Y, ,N,22714,N, ,N, ,N,7460,6119,Y, ,N,21694,N, ,N, ,N,7755,7972,Y,,N,24720,N,,N,,N,9713,3,23240.0339,y,,,,16,54088,n,,,,,,,26331.18973
Nebraska_Sarpy,Nebraska_Sarpy,31153, ,N,3167,N, ,N, ,N,348.37,13277,N, ,N,9882,Y, ,N, ,N,12733,10979,N, ,N,14382,Y, ,N, ,N,11213,4799,N,,N,,N,,N,,N,4210,2,15493.35593,y,,,,,,,,,,,,,13587.67315
Nebraska_Saunders,Nebraska_Saunders,31155, ,N,14293,N, ,N, ,N,1572.23,38984,N, ,N,9934,N, ,N, ,N,35289,42917,N, ,N,14382,Y, ,N, ,N,39228,41285,N,,N,10832,Y,,N,,N,37407,5,34804,n,,,,1,18692.66667,y,,,,,,,32579.30133
Nebraska_Scotts Bluff,Nebraska_ScottsBluff,31157, ,N,4856,N, ,N, ,N,534.16,81215,N, ,N,19763,Y, ,N, ,N,73415,58742,N, ,N,28765,Y, ,N, ,N,54692,73308,N,,N,21664,Y,,N,,N,66689,7,65608,n,,,,2,37385.33333,y,,,,,,,61650.60267
Nebraska_Seward,Nebraska_Seward,31159, ,N,25492,N, ,N, ,N,2804.12,21831,N,1302,Y,27914,N, ,N, ,N,23980,27175,N, ,N,43865,N, ,N, ,N,28664,23916,Y,,N,47371,N,,N,,N,26191,4,18575,n,1,1721.909091,y,3,15725,n,,,,,,,20284.33545
Nebraska_Sheridan,Nebraska_Sheridan,31161, ,N,2405,Y, ,N, ,N,264.55,3862,N, ,N,9882,Y, ,N, ,N,4475,3760,N, ,N,14382,Y, ,N, ,N,4880,15944,Y,,N,,N,,N,,N,13986,4,4280,n,,,,,,,,,,,,,3753.56
Nebraska_Sherman,Nebraska_Sherman,31163, ,N,2405,Y, ,N, ,N,264.55,1820,N, ,N,9882,Y, ,N, ,N,2683,12238,Y, ,N, ,N, ,N, ,N,10735,3251,N,,N,,N,,N,,N,2852,13,13572,n,,,,,,,,,,,,,11902.644
Nebraska_Sioux,Nebraska_Sioux,31165, ,N,4810,Y, ,N, ,N,529.1,21154,N, ,N,9882,Y, ,N, ,N,19643,18700,N, ,N,14382,Y, ,N, ,N,17986,15944,Y,,N,10832,Y,,N,,N,15178,2,15493.35593,y,,,,2,37385.33333,y,,,,,,,17700.05982
Nebraska_Stanton,Nebraska_Stanton,31167, ,N,21774,N, ,N, ,N,2395.14,21861,N, ,N,23415,N, ,N, ,N,21752,22006,N, ,N,21175,N, ,N, ,N,21633,21587,N,,N,31150,N,,N,,N,22363,8,27028,n,,,,9,69734,n,,,,,,,31374.296
Nebraska_Thayer,Nebraska_Thayer,31169, ,N,11635,N, ,N, ,N,1279.85,16968,Y, ,N,13133,N, ,N, ,N,16329,12238,Y, ,N,7236,N, ,N, ,N,11531,7972,Y,,N,5305,N,,N,,N,7577,1,7746.677966,y,,,,2,37385.33333,y,,,,,,,10906.22324
Nebraska_Thomas,Nebraska_Thomas,31171, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,10832,Y,,N,,N,1192,,,,,,,1,18692.66667,y,,,,,,,2056.193333
Nebraska_Thurston,Nebraska_Thurston,31173,866,Y,11210,N, ,N, ,N,1350.01,24456,N,1302,Y,7403,N, ,N, ,N,24026,23810,N,1483,Y,12340,N, ,N, ,N,24248,24013,N,1732,Y,10832,Y,,N,,N,24596,9,32966,n,1,1721.909091,y,8,8044,n,,,,,,,32060.33245
Nebraska_Valley,Nebraska_Valley,31175, ,N,7215,Y, ,N, ,N,793.65,20763,N, ,N,16505,N, ,N, ,N,20029,36969,N, ,N,14382,Y, ,N, ,N,34011,27000,N,,N,,N,,N,,N,23684,16,36889,n,,,,,,,,,,,,,32351.653
Nebraska_Washington,Nebraska_Washington,31177, ,N,26262,N, ,N, ,N,2888.82,16634,N,1302,Y,29070,N, ,N, ,N,19548,18955,N,1483,Y,29173,N, ,N, ,N,21840,9300,N,1732,Y,19920,N,,N,,N,12689,7,9013,n,2,3443.818182,y,7,13612,n,,,,,,,13930.34191
Nebraska_Wayne,Nebraska_Wayne,31179,866,Y,35589,N, ,N,1146378,Y,8617.212,14692,N,2604,Y,23707,N, ,N,873659,Y,22510,13180,N,2966,Y,36702,N, ,N,776673,Y,22714,13736,N,5062,N,13539,N,,N,903542,Y,23993,4,11665,n,5,6600,n,3,26250,n,,,,,,,21796.705
Nebraska_Webster,Nebraska_Webster,31181, ,N,39802,N, ,N, ,N,4378.22,22623,Y, ,N,27039,N, ,N, ,N,22820,12238,Y, ,N,36793,N, ,N, ,N,14783,7972,Y,,N,10832,Y,,N,,N,8185,1,7746.677966,y,,,,2,37385.33333,y,,,,,,,10906.22324
Nebraska_Wheeler,Nebraska_Wheeler,31183, ,N,54326,N, ,N, ,N,5975.86,33935,Y, ,N,109276,N, ,N, ,N,41790,55073,Y, ,N,57530,Y, ,N, ,N,54639,39861,Y,,N,21664,Y,,N,,N,37349,7,54226.74576,y,,,,2,37385.33333,y,,,,,,,51669.2427
Nebraska_York,Nebraska_York,31185, ,N,43188,N, ,N, ,N,4750.68,31326,N, ,N,24868,N, ,N, ,N,30215,37025,N, ,N,45580,N, ,N, ,N,37492,26539,N,,N,26694,N,,N,,N,26216,17,34618,n,,,,10,186926.6667,y,,,,,,,50921.91933
Nevada_Carson City,Nevada_CarsonCity,32510, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Churchill,Nevada_Churchill,32001,3850,N, ,N, ,N, ,N,519.75, ,N,8731,N, ,N, ,N, ,N,11799, ,N,16742,Y, ,N, ,N, ,N,22624,,N,18004,Y,,N,,N,,N,24330,,,,8,21469.09091,y,,,,,,,,,,28231.85455
Nevada_Clark,Nevada_Clark,32003,4539,Y,5924,Y, ,N, ,N,1264.405, ,N,3001,Y,1000,Y, ,N, ,N,4165, ,N, ,N,1691,Y, ,N, ,N,186.0286029,,N,,N,6081,Y,,N,,N,669,,,,,,,1,,y,,,,,,,0
Nevada_Douglas,Nevada_Douglas,32005, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Elko,Nevada_Elko,32007, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Esmeralda,Nevada_Esmeralda,32009, ,N, ,N, ,N, ,N,0,3244,Y, ,N, ,N, ,N, ,N,2846, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Eureka,Nevada_Eureka,32011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Humboldt,Nevada_Humboldt,32013,2269,Y, ,N, ,N, ,N,306.315, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Lander,Nevada_Lander,32015, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Lincoln,Nevada_Lincoln,32017, ,N, ,N, ,N, ,N,0,3244,Y, ,N, ,N, ,N, ,N,2846, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Lyon,Nevada_Lyon,32019,4539,Y, ,N, ,N, ,N,612.765,9732,Y,6001,Y, ,N, ,N, ,N,16646, ,N,2093,Y, ,N, ,N, ,N,2828,,N,2000,Y,,N,,N,,N,2703,2,3466.666667,y,2,5367.272727,y,,,,,,,,,,10098.2303
Nevada_Mineral,Nevada_Mineral,32021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Nye,Nevada_Nye,32023,4539,Y, ,N, ,N, ,N,612.765, ,N,6001,Y, ,N, ,N, ,N,8109, ,N,4185,Y, ,N, ,N, ,N,5655,,N,4001,Y,,N,,N,,N,5407,,,,1,2683.636364,y,,,,,,,,,,3528.981818
Nevada_Pershing,Nevada_Pershing,32027, ,N, ,N, ,N, ,N,0,3244,Y, ,N, ,N, ,N, ,N,2846,2238,Y, ,N, ,N, ,N, ,N,1963.157895,4332,Y,2000,Y,,N,,N,,N,6503,1,1733.333333,y,,,,,,,,,,,,,1520.133333
Nevada_Storey,Nevada_Storey,32029, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_Washoe,Nevada_Washoe,32031, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,2238,Y, ,N, ,N, ,N, ,N,1963.157895,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Nevada_White Pine,Nevada_WhitePine,32033, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Belknap,NewHampshire_Belknap,33001, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Carroll,NewHampshire_Carroll,33003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Cheshire,NewHampshire_Cheshire,33005,600,Y, ,N, ,N, ,N,81, ,N,500,Y, ,N, ,N, ,N,676, ,N,570,Y, ,N, ,N, ,N,769.5945946,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Coos,NewHampshire_Coos,33007,600,Y, ,N, ,N, ,N,81, ,N,500,Y, ,N, ,N, ,N,676, ,N,570,Y, ,N, ,N, ,N,769.5945946,,N,819,Y,,N,,N,,N,1107,,,,1,,y,,,,,,,,,,0
New Hampshire_Grafton,NewHampshire_Grafton,33009, ,N, ,N, ,N, ,,0, ,N,500,Y, ,N, ,N, ,,676, ,N, ,N, ,N, ,N, ,5,446.3,,N,,N,,N,,N,446,1,586,,,,,,,,,,,,,1,,y,0
New Hampshire_Hillsboroug,NewHampshire_Hillsborough,33011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Merrimack,NewHampshire_Merrimack,33013, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Rockingham,NewHampshire_Rockingham,33015, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Strafford,NewHampshire_Strafford,33017,600,Y, ,N, ,N, ,N,81, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Hampshire_Sullivan,NewHampshire_Sullivan,33019, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Atlantic,NewJersey_Atlantic,34001, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Bergen,NewJersey_Bergen,34003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Burlington,NewJersey_Burlington,34005, ,N, ,N, ,N, ,N,0, ,N,568,Y, ,N, ,N, ,N,767.5675676, ,N, ,N,1198,Y, ,N, ,N,131.7931793,,N,,N,2192,Y,,N,,N,241,,,,,,,1,,y,,,,,,,0
New Jersey_Camden,NewJersey_Camden,34007, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Cape May,NewJersey_CapeMay,34009, ,N, ,N, ,N, ,N,0, ,N, ,N,1984,Y, ,N, ,N,218, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Cumberland,NewJersey_Cumberland,34011, ,N,3081,Y, ,N, ,N,338.91, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Essex,NewJersey_Essex,34013, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Gloucester,NewJersey_Gloucester,34015, ,N,9244,Y, ,N, ,N,1016.84, ,N, ,N,3968,Y, ,N, ,N,437, ,N,500,Y, ,N, ,N, ,N,676,,N,553,Y,,N,,N,,N,747,,,,1,,y,,,,,,,,,,0
New Jersey_Hudson,NewJersey_Hudson,34017, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Hunterdon,NewJersey_Hunterdon,34019, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Mercer,NewJersey_Mercer,34021, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Middlesex,NewJersey_Middlesex,34023, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Monmouth,NewJersey_Monmouth,34025, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N,669886,Y,2680, ,N, ,N, ,N, ,N,487754,Y,1951,,N,,N,,N,,N,464656,Y,1859,,,,,,,,,,,,,,,,0
New Jersey_Morris,NewJersey_Morris,34027, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Ocean,NewJersey_Ocean,34029, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Passaic,NewJersey_Passaic,34031, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Salem,NewJersey_Salem,34033, ,N, ,N, ,N, ,5,0, ,N, ,N, ,N, ,N, ,Y,2680, ,N, ,N, ,N, ,N,669886,Y,1951,,N,,N,,N,,N,487754,Y,1859,,,,,,,,,,,,,1,,y,0
New Jersey_Somerset,NewJersey_Somerset,34035, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Sussex,NewJersey_Sussex,34037, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Union,NewJersey_Union,34039, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Jersey_Warren,NewJersey_Warren,34041, ,N, ,N, ,N, ,5,0, ,N, ,N, ,N, ,N, ,Y,2680, ,N, ,N, ,N, ,N,669886,Y,1951,,N,,N,,N,,N,487754,Y,1859,,,,,,,,,,,,,1,,y,0
New Mexico_Bernalillo,NewMexico_Bernalillo,35001,6164,N, ,N, ,N,399467,Y,2430.008, ,N,4662,Y, ,N, ,N,507454,Y,8330, ,N,3603,Y, ,N, ,N, ,N,4869,,N,2671,Y,,N,,N,,N,3610,,,,,,,,,,,,,,,,0
New Mexico_Catron,NewMexico_Catron,35003, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,7952,Y, ,N, ,N, ,N, ,N,6975,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Chaves,NewMexico_Chaves,35005,65942,N, ,N, ,N, ,N,8902.17, ,N,85078,N, ,N, ,N, ,N,114970, ,N,85041,N, ,N, ,N, ,N,114920,,N,75941,N,,N,,N,,N,102623,,,,27,82993,n,,,,,,,,,,109135.795
New Mexico_Cibola,NewMexico_Cibola,35006, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Colfax,NewMexico_Colfax,35007, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
New Mexico_Curry,NewMexico_Curry,35009,23170,N, ,N, ,N, ,N,3127.95,32117,Y,51279,Y, ,N, ,N, ,N,97469,23857,Y,63812,N, ,N, ,N, ,N,107159,6270,Y,73085,N,,N,,N,,N,104264,1,6900.142857,y,27,79324.13793,y,,,,,,,,,,110362.6667
New Mexico_De Baca,NewMexico_DeBaca,35011, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,7952,Y, ,N, ,N, ,N, ,N,6975,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
